permutation,opportunity_weighted_shared_transition_concentration
221,0.00464398962536
222,0.00614551847747
223,0.0056338603453
224,0.00496462981171
225,0.0027249139867
226,0.00662079419312
227,0.00541585743068
228,0.00393867605463
229,0.00315495276909
230,0.00900389335662
231,0.00510652913309
232,0.00349390967585
233,0.00532963576778
234,0.00531025083809
235,0.00506373531163
236,0.00352626067543
237,0.00822017127104
238,0.00454158511186
239,0.00638429529313
240,0.00739534597585
241,0.00310662316649
242,0.00586960136902
243,0.00645319908363
244,0.00582753420635
245,0.00571559755619
246,0.0060460533264
247,0.00642621302159
248,0.0058777356155
249,0.00659069664254
250,0.00525303404675
251,0.00430183827375
252,0.00369515337299
253,0.00786535578676
254,0.00443171519655
255,0.0043578046159
256,0.00449926520545
257,0.00678705651004
258,0.00531934382327
259,0.00642498340675
260,0.00304259634767
261,0.00776422815755
262,0.0042922555786
263,0.00427880347146
264,0.00364713028993
265,0.00492067332555
266,0.00909676807656
267,0.00583327287608
268,0.00500444159128
269,0.00646336929885
270,0.00514448323424
271,0.00795578272313
272,0.00789626886994
273,0.00446698559062
274,0.0069574227179
275,0.00236990395851
276,0.00622442277018
277,0.00846257577843
278,0.00548049669722
279,0.0113840566002
280,0.00702462184412
281,0.00660967928322
282,0.00778621870434
283,0.00422382126221
284,0.00471647121343
285,0.00745007795154
286,0.00820113832719
287,0.00604989908178
288,0.00522644874348
289,0.00449420239231
290,0.00959103721532
291,0.011346231913
292,0.00238806552913
293,0.00450323947154
294,0.0051436426621
295,0.00313215219133
296,0.00781807347105
297,0.00652076064852
298,0.00703447941359
299,0.00458356198315
300,0.00675169702202
301,0.00596629726121
302,0.00585044614233
303,0.0106417302009
304,0.0065633118752
305,0.00811193622563
306,0.00436109206418
307,0.00348210384791
308,0.0101068549176
309,0.00543429020341
310,0.00473941889501
311,0.0057972111745
312,0.00571726516597
313,0.00703165725801
314,0.00747408041844
315,0.00373164347503
316,0.0049554510505
317,0.00359455002684
318,0.00634182838383
319,0.00313938394814
320,0.00563702637834
321,0.00528779076489
322,0.00356411940861
323,0.00440641771245
324,0.00675391206426
325,0.00668869832708
326,0.00665413441327
327,0.00375993932477
328,0.00605000349123
329,0.00589455364664
330,0.00845910847532
331,0.00477550682063
332,0.00449955270692
333,0.00533488982818
334,0.00614983707508
335,0.00605595136715
336,0.00383398207481
337,0.00358373202076
338,0.00486124942257
339,0.00411860230917
340,0.00466184093436
341,0.0051090317029
342,0.00168518964746
343,0.00422422703823
344,0.00378962572763
345,0.0087278455006
346,0.00648116039122
347,0.00918487453851
348,0.00584709421124
349,0.00542054632212
350,0.00305391867227
351,0.00631473697066
352,0.00796982057135
353,0.00659047476712
354,0.00467476246738
355,0.0071380723253
356,0.00579823358314
357,0.00818804153202
358,0.00673425393923
359,0.00603641345148
360,0.0067040447581
361,0.00715933154824
362,0.00543766434987
363,0.00733847620649
364,0.00777896861644
365,0.00525726159706
366,0.00804789254986
367,0.00659479960852
368,0.00499050286944
369,0.00823836574633
370,0.00632505217661
371,0.00355796971031
372,0.00633152411671
373,0.00445465473176
374,0.00931742582216
375,0.00681031738885
376,0.0070696634763
377,0.00641516988051
378,0.0102636881396
379,0.00561749269664
380,0.00379256358735
381,0.00702464234161
382,0.00531829298001
383,0.00607255329
384,0.00598847639337
385,0.00530610845319
386,0.0056042948693
387,0.00448593798575
388,0.00575393737474
389,0.00294649523421
390,0.00610553863291
391,0.00620280968816
392,0.00474912332672
393,0.00509767440635
394,0.00531823751329
395,0.00380013534417
396,0.00438139212589
397,0.00624984979822
398,0.00183585595293
399,0.00492536722969
400,0.00448229748259
401,0.0070742082982
402,0.00443739956727
403,0.00544386436489
404,0.00722503563699
405,0.0058067573312
406,0.00501936340571
407,0.00599692059159
408,0.00439667200195
409,0.00375293739278
410,0.00636278006672
411,0.00824446085331
412,0.0062677375455
413,0.00473469006136
414,0.00637634460199
415,0.0048408593325
416,0.00454279048023
417,0.0055699953664
418,0.00579971708667
419,0.00428530331296
420,0.00720704644777
421,0.00476270367063
422,0.00610096364343
423,0.00412645599915
424,0.00305578545055
425,0.00386767830968
426,0.00664733805255
427,0.00682265181065
428,0.00615187513605
429,0.00646130090387
430,0.00584243298506
431,0.00438142516327
432,0.00372478339626
433,0.00530284452727
434,0.0049338068842
435,0.00678362701798
436,0.00750686565458
437,0.00646434258198
438,0.0108839869891
439,0.00561823753638
440,0.00414167960271
441,0.00439379904705
442,0.00645862164097
443,0.00655039051975
444,0.00487511574267
445,0.0048321708647
446,0.00815380095778
447,0.00753520138822
448,0.00540876412754
449,0.00419967619879
450,0.00204671654164
451,0.00770859038825
452,0.00654938732276
453,0.00482213287711
454,0.00253260736447
455,0.0058431668133
456,0.00728331231759
457,0.00523362687533
458,0.00640434545063
459,0.00678047170596
460,0.00753254393617
461,0.00337865216853
462,0.00689197627285
463,0.00515513756691
464,0.00624154279253
465,0.0052873123671
466,0.00624401112008
467,0.00468508190786
468,0.00486694720014
469,0.00465208175442
470,0.00625420217893
471,0.00365495327777
472,0.00429720901754
473,0.00529266363713
474,0.00601538409098
475,0.00676517892164
476,0.00807561142027
477,0.00339732061143
478,0.00626829972682
479,0.00699958804632
480,0.00251686130742
481,0.00366461082091
482,0.00467521517252
483,0.00504594106341
484,0.00531580752653
485,0.00385291007172
486,0.00788948274248
487,0.00566920439091
488,0.00560729231923
489,0.00651469970003
490,0.0104073319936
491,0.00489160005762
492,0.00331833099615
493,0.00623771352733
494,0.00615004725054
495,0.00385636060145
496,0.0054625440985
497,0.00573979162674
498,0.00692837089772
499,0.00604639663421
500,0.00425898102287
501,0.00377371825662
502,0.00523783830213
503,0.00764223725344
504,0.00659998156825
505,0.00474164817769
506,0.00359882588779
507,0.00586587717486
508,0.0052666294254
509,0.00495273549671
510,0.00326292627224
511,0.00441867949088
512,0.00420333000543
513,0.00847127780368
514,0.00505935969072
515,0.00469564697755
516,0.00782065482289
517,0.00775397704179
518,0.00307739067136
519,0.00365509872172
520,0.00923588607205
521,0.00308073050692
522,0.00721827653814
523,0.00337145042399
524,0.00452740834493
525,0.00705962536623
526,0.00730775763316
527,0.00438130941336
528,0.00604661518506
529,0.00545159908681
530,0.00595572724469
531,0.00532104696544
532,0.00556011573572
533,0.00428776295404
534,0.00344421219085
535,0.00909631358297
536,0.00533554206156
537,0.00821884862091
538,0.00319593585823
539,0.00670730182864
540,0.00384962200639
541,0.00409015914209
542,0.00426568969602
543,0.00554406795586
544,0.00697364855941
545,0.00602989967454
546,0.00651246908617
547,0.00890548338746
548,0.00605957981391
549,0.00625271208074
550,0.00329275977664
551,0.00472397630142
552,0.00487546993926
553,0.00458957902351
554,0.005304300268
555,0.00845298959198
556,0.00618703749485
557,0.00540275432676
558,0.00435915715047
559,0.00314021984903
560,0.00337043436096
561,0.0066665652023
562,0.00339948788998
563,0.00329283496753
564,0.00536354353693
565,0.00455590991101
566,0.00311756769339
567,0.00620811012025
568,0.00826127279076
569,0.00301505261703
570,0.00806683645846
571,0.00767224779149
572,0.00703794326861
573,0.00794189110254
574,0.00442680275831
575,0.00482718140208
576,0.00576455204394
577,0.00594323630429
578,0.00468583019637
579,0.00414145301781
580,0.00752420143774
581,0.00754087962541
582,0.00737110291178
583,0.00617402918989
584,0.00444028312958
585,0.00487387050567
586,0.00673640062018
587,0.0103816814216
588,0.00229569329566
589,0.00666400100526
590,0.00946075606172
591,0.00449123478834
592,0.00559930503919
593,0.00542956366209
594,0.00745442465749
595,0.00652880986865
596,0.00560349675797
597,0.00459292374929
598,0.00458591314559
599,0.00649061570384
600,0.0042554864667
601,0.00569054172923
602,0.00656288215896
603,0.00497690768731
604,0.00542169270896
605,0.00466036258223
606,0.00683568147029
607,0.00763533097084
608,0.00389478728588
609,0.00398852581709
610,0.00740851842791
611,0.00356581057797
612,0.00479994853752
613,0.00424851186231
614,0.00656998692939
615,0.00349274015351
616,0.00639933046424
617,0.00354999059387
618,0.00337274865073
619,0.0050582731565
620,0.00363709918634
621,0.00591931598325
622,0.00803389696117
623,0.00631734610632
624,0.00336127058217
625,0.00498829072621
626,0.00920491812988
627,0.00718463230119
628,0.00867097753846
629,0.00332954897249
630,0.00586790069881
631,0.00694728886201
632,0.00824635755607
633,0.00373605015106
634,0.00634228533646
635,0.00335630205463
636,0.00598533993278
637,0.00930829956062
638,0.00480259251875
639,0.00487188280374
640,0.00775689548317
641,0.00634329936759
642,0.00794056257347
643,0.00870549004423
644,0.00581999980405
645,0.00752646272573
646,0.00807507005235
647,0.00446286423399
648,0.00622731893426
649,0.00960453657288
650,0.00692679152037
651,0.00472958801691
652,0.00791146602451
653,0.00419451980539
654,0.00676050637183
655,0.00470262396124
656,0.00590146096398
657,0.00661830000396
658,0.0059481208399
659,0.00642130121622
660,0.00936891320327
661,0.00639156144925
662,0.00589718597562
663,0.00665447368649
664,0.00455465368384
665,0.00393222937182
666,0.00538287560524
667,0.00650348210659
668,0.00484381895672
669,0.00437090256056
670,0.00506875613217
671,0.00557537947384
672,0.00391175537821
673,0.00455602005825
674,0.00483622907224
675,0.00552344354069
676,0.00906748218581
677,0.00803432770601
678,0.00484022842273
679,0.00516745303247
680,0.00397023902646
681,0.00795458685943
682,0.00577484865939
683,0.00783852003433
684,0.00905673950068
685,0.00367791482642
686,0.00512864094814
687,0.00687620406443
688,0.00703226617511
689,0.00428711884104
690,0.00507248631357
691,0.00618222444734
692,0.00526378530257
693,0.00568847202741
694,0.00250454899861
695,0.00652946421638
696,0.00309940530554
697,0.00317467651996
698,0.00674915592543
699,0.0110602064872
700,0.00905472437097
701,0.0048368055405
702,0.0056777534526
703,0.00575210489965
704,0.00278982779136
705,0.00458129669879
706,0.0037701816274
707,0.00352082818197
708,0.00645186327011
709,0.00782932929341
710,0.00606177149215
711,0.00358406645841
712,0.00803313276559
713,0.00501577510398
714,0.00577233232979
715,0.00488435037174
716,0.00474960957533
717,0.00323410035827
718,0.00532972115265
719,0.00633774003984
720,0.00844420017896
721,0.00441152931139
722,0.00305547713045
723,0.0075682907122
724,0.00421106347321
725,0.00584406476708
726,0.00666102162882
727,0.00435087773973
728,0.00544674663146
729,0.00560237891304
730,0.00283138854224
731,0.00646113381676
732,0.00333850218533
733,0.00772866747054
734,0.00891251372052
735,0.00456555359589
736,0.0050484275889
737,0.00427908019256
738,0.00753704194422
739,0.00796516498377
740,0.0048066891513
741,0.00792934574451
742,0.00854777447389
743,0.00906048070832
744,0.0041876672788
745,0.00647262573955
746,0.00823593466428
747,0.00513644191382
748,0.00270288192833
749,0.00775168098888
750,0.00595695128367
751,0.00615894031188
752,0.0046375107571
753,0.00772928857096
754,0.00338072846301
755,0.00796580201654
756,0.00657007566468
757,0.0064250945643
758,0.00402507412208
759,0.00341307140165
760,0.00607996011406
761,0.00412249491917
762,0.00559804009751
763,0.00344366579285
764,0.00410555290906
765,0.00701479120119
766,0.00546041454638
767,0.00608325328304
768,0.00620507860813
769,0.0045354199202
770,0.00457263052968
771,0.0118768338403
772,0.004414793873
773,0.0058368949356
774,0.00500959861269
775,0.00707449572918
776,0.00427593177834
777,0.00577552155042
778,0.00693753361499
779,0.00421010836775
780,0.00621837935818
781,0.00412138757648
782,0.00684833436303
783,0.0110496128571
784,0.00594212173275
785,0.0109758129814
786,0.00539632499853
787,0.00490290629509
788,0.0115238742661
789,0.0034119287379
790,0.00858729687042
791,0.0046583133875
792,0.00757037768462
793,0.00496425422345
794,0.00363379480964
795,0.00563976003038
796,0.00694792158769
797,0.00498527022199
798,0.00632974960689
799,0.0071052624563
800,0.00504283410498
801,0.00303780226921
802,0.00543889203606
803,0.00586336797981
804,0.00504099971318
805,0.0100009539862
806,0.00593910611248
807,0.00551493019767
808,0.00323043360873
809,0.00560314817311
810,0.0050669323943
811,0.00367244547328
812,0.00277346928567
813,0.00402923579543
814,0.00644780532197
815,0.00506014481521
816,0.00521780635589
817,0.00672612636925
818,0.00750994906423
819,0.00510884060012
820,0.00373482799831
821,0.00456089391986
822,0.00479434422178
823,0.00611419339837
824,0.00630048445492
825,0.00729114369178
826,0.00598524621268
827,0.00779276795278
828,0.00718793936155
829,0.00586592860827
830,0.00654416062862
831,0.00571565237629
832,0.00662635706846
833,0.00727669138965
834,0.00754737243237
835,0.00546802402741
836,0.00985891454011
837,0.00679349659302
838,0.00559774659976
839,0.00553150286211
840,0.00640381114803
841,0.00666268110964
842,0.00440129206042
843,0.00565763122707
844,0.00942264056391
845,0.00544705652653
846,0.00702931935012
847,0.00402306158762
848,0.00596616843572
849,0.00514685998828
850,0.00466217747806
851,0.00425336500254
852,0.00918478698991
853,0.00230897163716
854,0.00399493128316
855,0.00383269006921
856,0.00347760392359
857,0.00686685234139
858,0.00619833236069
859,0.00714539117023
860,0.00325103818191
861,0.00652632019832
862,0.00550312210148
863,0.00821265913933
864,0.00469286980002
865,0.00340725677477
866,0.00605854341303
867,0.0054713236442
868,0.00360964484925
869,0.00786782508539
870,0.00434937469782
871,0.00468298900472
872,0.00533375709787
873,0.00590145117968
874,0.00938106694971
875,0.00479680491193
876,0.00489127732603
877,0.00415600440376
878,0.00672087111574
879,0.0104220790895
880,0.00556154504219
881,0.00664447855479
882,0.00810504724631
883,0.00624279336203
884,0.0064526179065
885,0.00387530309078
886,0.00589191461044
887,0.00513204091411
888,0.00401231147782
889,0.00615970699422
890,0.00872599440685
891,0.0047931751296
892,0.00815223456778
893,0.00873202146369
894,0.0080107314543
895,0.00482171780505
896,0.00803656993659
897,0.00719108384883
898,0.00614603247839
899,0.00624678787258
900,0.00439538640858
901,0.00791768226247
902,0.00743224428009
903,0.00691479734359
904,0.0070230945401
905,0.0059223187114
906,0.00474239765754
907,0.00363398095925
908,0.00553686966876
909,0.0037379821631
910,0.0097306952099
911,0.00612889429369
912,0.0061768278507
913,0.00528586147271
914,0.00475244761856
915,0.00751855717033
916,0.00242784268959
917,0.00481013581835
918,0.00782933740856
919,0.00520390287291
920,0.00477551867658
921,0.00529465957555
922,0.00387623352027
923,0.0074224561549
924,0.00697803808205
925,0.00328340416411
926,0.00938832764445
927,0.00626718038212
928,0.00795717732423
929,0.00880876802949
930,0.00339762113042
931,0.00565420577104
932,0.00730964368653
933,0.00452607816306
934,0.00604553703814
935,0.00484884803804
936,0.00731732610536
937,0.00595927523546
938,0.00361501725577
939,0.00546856412859
940,0.00507214333323
941,0.00605218209755
942,0.00441532901673
943,0.00854192282595
944,0.00421748708495
945,0.00477466472678
946,0.00502463331805
947,0.00673430128668
948,0.00496286999944
949,0.00365038729116
950,0.00437818681129
951,0.0052898914873
952,0.00887694492237
953,0.00528739596614
954,0.00359942837047
955,0.00377058549937
956,0.00385699740534
957,0.00432680576205
958,0.00261100085297
959,0.00398439481282
960,0.00546030182379
961,0.00396019364229
962,0.00379837714505
963,0.00522122191313
964,0.00614123683295
965,0.00880480576961
966,0.00814046786323
967,0.00515329692846
968,0.00448772344204
969,0.0102759419031
970,0.00917070250726
971,0.0080203517403
972,0.00932028700931
973,0.00527520173571
974,0.00457325747421
975,0.00556659968856
976,0.00390656621882
977,0.00550376235059
978,0.00394441940818
979,0.00560949873527
980,0.00580821040542
981,0.0079263640603
982,0.00390231815732
983,0.00672070410435
984,0.00969696446536
985,0.00543214019579
986,0.00240826361331
987,0.00605228331621
988,0.00698323176605
989,0.0074305866864
990,0.00689772675485
991,0.00303646842733
992,0.005843907494
993,0.00703320877882
994,0.00850305774874
995,0.0039391850882
996,0.00450737188663
997,0.00742753935337
998,0.00480447468866
999,0.00424333266313
1000,0.00556604179745
1001,0.0074336233391
1002,0.00478128991346
1003,0.00324976915703
1004,0.00900157496694
1005,0.00405458868038
1006,0.00737375301581
1007,0.00922218345187
1008,0.00321155773199
1009,0.00859489866103
1010,0.00480042287287
1011,0.00590457919625
1012,0.00514373376243
1013,0.00384825047601
1014,0.00791087066545
1015,0.00574511328838
1016,0.00678170414844
1017,0.00611065017162
1018,0.00787260181472
1019,0.00844125315402
1020,0.00801264598391
1021,0.00331210666588
1022,0.0028791883578
1023,0.00471457927638
1024,0.00416343358815
1025,0.00562758118093
1026,0.00949245046734
1027,0.00447067462217
1028,0.00526674313049
1029,0.00500302957943
1030,0.00490936883965
1031,0.00529681032317
1032,0.00480239023867
1033,0.00402796927932
1034,0.00388049805353
1035,0.00304422475433
1036,0.00881199842095
1037,0.00561478115111
1038,0.00541469746129
1039,0.00404189176751
1040,0.0045557129748
1041,0.011312277639
1042,0.00592953191723
1043,0.00546005464576
1044,0.00371059249584
1045,0.00640105641594
1046,0.00463292583111
1047,0.0059542528209
1048,0.00418362455932
1049,0.00421286700573
1050,0.00495780661281
1051,0.00355706064537
1052,0.00557051995645
1053,0.00812137840116
1054,0.0112326807098
1055,0.0030852346575
1056,0.0052099761073
1057,0.00740794763408
1058,0.00500128316648
1059,0.00711229983401
1060,0.00410325344616
1061,0.00560288960831
1062,0.00679264558242
1063,0.00595088327567
1064,0.00623790243905
1065,0.0053720654496
1066,0.00437053523345
1067,0.00625975436145
1068,0.004693052248
1069,0.00602160461757
1070,0.00690983350789
1071,0.00523150805834
1072,0.00395962130942
1073,0.00600671169038
1074,0.00517483836452
1075,0.00697581521984
1076,0.00422549169898
1077,0.00630820973819
1078,0.00388908386955
1079,0.0048922150813
1080,0.00553209139694
1081,0.00542916249543
1082,0.00627306351225
1083,0.00690715225397
1084,0.0055171602757
1085,0.00525209440374
1086,0.00608776475596
1087,0.00315888952709
1088,0.00510984094458
1089,0.00616151562509
1090,0.0080441802602
1091,0.00500516068731
1092,0.00507532694458
1093,0.00614534726057
1094,0.00740732997985
1095,0.00813016109992
1096,0.00389244420645
1097,0.00596069212129
1098,0.00629925922621
1099,0.00315470506419
1100,0.00583570267134
1101,0.00374615792671
1102,0.0067675385354
1103,0.00346488225844
1104,0.0105022022088
1105,0.00549825641283
1106,0.00817888806356
1107,0.00348372230764
1108,0.00794927194575
1109,0.00854202515363
1110,0.00720931401199
1111,0.0051981971483
1112,0.00446837983689
1113,0.00470460205088
1114,0.00919325711877
1115,0.00369620333692
1116,0.0035927269757
1117,0.00835091991136
1118,0.00553002032918
1119,0.00637970706789
1120,0.0095182632403
1121,0.00432912995955
1122,0.00475713226539
1123,0.00544806776494
1124,0.00750642208769
1125,0.00360783679703
1126,0.0073139810726
1127,0.00662789851539
1128,0.00293019751042
1129,0.00700149991391
1130,0.00447858077639
1131,0.00377166808787
1132,0.00378279167098
1133,0.00506690943788
1134,0.00674581540716
1135,0.00449809872116
1136,0.0063666296022
1137,0.00532050467887
1138,0.0074140905786
1139,0.00514515613512
1140,0.0055592790048
1141,0.00707163718214
1142,0.00737110646567
1143,0.00484503141912
1144,0.0041426105261
1145,0.00400257270242
1146,0.00355847746126
1147,0.0044550771432
1148,0.00400678708113
1149,0.00390143580215
1150,0.00310321719565
1151,0.00470673052801
1152,0.00460795691155
1153,0.00618426863598
1154,0.0111729354257
1155,0.00400693496953
1156,0.00738342687799
1157,0.00394923375935
1158,0.0068880230118
1159,0.0059968031105
1160,0.00850808793002
1161,0.00644307642946
1162,0.00429469486772
1163,0.00687204569297
1164,0.00600911496966
1165,0.00864235995239
1166,0.00685614555721
1167,0.00966907829781
1168,0.00393482452977
1169,0.00491840863467
1170,0.00657195667573
1171,0.00486496409698
1172,0.0058413140434
1173,0.0054468040681
1174,0.00702115458231
1175,0.00420938322687
1176,0.00833451648924
1177,0.0080912677302
1178,0.00716596172845
1179,0.00474321025864
1180,0.00435541186441
1181,0.0053287753666
1182,0.0074798626835
1183,0.00543348219851
1184,0.00614510789682
1185,0.00744548271724
1186,0.00584638067603
1187,0.0102562517629
1188,0.00564311110245
1189,0.00740342491817
1190,0.00509109805621
1191,0.00479651327023
1192,0.00681457591298
1193,0.00504148050532
1194,0.00382696537594
1195,0.00563761656432
1196,0.00508217956064
1197,0.00690037910117
1198,0.00618852964185
1199,0.00530628906294
1200,0.00342484530416
1201,0.00692323758465
1202,0.00322867630812
1203,0.00944585872404
1204,0.00356100561943
1205,0.00673634513424
1206,0.00364843822121
1207,0.00491237018805
1208,0.0054746112446
1209,0.00481476032556
1210,0.00384994945894
1211,0.00833986505207
1212,0.00583625908527
1213,0.00549026776688
1214,0.00453033912421
1215,0.00423290952549
1216,0.00511008868682
1217,0.00590790078864
1218,0.0111964079869
1219,0.0052913615151
1220,0.00542559765878
1221,0.0060570889151
1222,0.0048791033887
1223,0.00316878924532
1224,0.00755114504059
1225,0.00655863570865
1226,0.00388505420435
1227,0.00406200727334
1228,0.0034275542045
1229,0.00545894303859
1230,0.00886443578678
1231,0.00484488376831
1232,0.00630779109801
1233,0.00420017192767
1234,0.00414733188054
1235,0.00320481673224
1236,0.00496299108305
1237,0.00491322084304
1238,0.00719491892224
1239,0.00398334409338
1240,0.00814723893446
1241,0.00750516976572
1242,0.00622045076634
1243,0.00320706274604
1244,0.00646394767024
1245,0.00752040825225
1246,0.00903881429211
1247,0.00775011082095
1248,0.00629733888636
1249,0.00879919071653
1250,0.00331990650842
1251,0.00539513096142
1252,0.00745140401189
1253,0.00479309794672
1254,0.00453194168505
1255,0.00551788318774
1256,0.0046443088991
1257,0.0117243859786
1258,0.0103954921884
1259,0.00679267925548
1260,0.00581055949866
1261,0.00618190620546
1262,0.00390930998085
1263,0.0050473369661
1264,0.00628953147609
1265,0.00908829232897
1266,0.00843175909626
1267,0.00531427115985
1268,0.0071628553962
1269,0.00545081260671
1270,0.00822523859473
1271,0.00506124706007
1272,0.003582760505
1273,0.00718258233376
1274,0.00653376559858
1275,0.00425976662753
1276,0.00221586840888
1277,0.00737398859737
1278,0.00504881877555
1279,0.00487721395589
1280,0.00680208912473
1281,0.00618018161342
1282,0.00401035658041
1283,0.00380244755522
1284,0.00847043694337
1285,0.00435662781899
1286,0.00573244282857
1287,0.00782528616517
1288,0.00784918872993
1289,0.00420793776806
1290,0.00722790725288
1291,0.00716039827377
1292,0.0070894028254
1293,0.00836230381467
1294,0.00569609647219
1295,0.00592626236124
1296,0.00411274512187
1297,0.00499331482417
1298,0.00457587520648
1299,0.00654396514048
1300,0.00520353760128
1301,0.00588427993766
1302,0.00669921340802
1303,0.00583866989964
1304,0.00580618185177
1305,0.00420403321376
1306,0.00753038840939
1307,0.00315256322633
1308,0.00491491972772
1309,0.00503540910168
1310,0.00672876607371
1311,0.00650510666885
1312,0.00851929953314
1313,0.00238144975215
1314,0.00677621861452
1315,0.00648015923089
1316,0.00760875815705
1317,0.00564355270602
1318,0.00497801035707
1319,0.00504965788212
1320,0.00710413583625
1321,0.00500600110815
1322,0.00783161334819
1323,0.0042788025636
1324,0.00538957688068
1325,0.00638776034964
1326,0.00507674912629
1327,0.00746542714108
1328,0.0039309705812
1329,0.00740639763646
1330,0.00680534591172
1331,0.00337920349101
1332,0.00514909139476
1333,0.00345060545596
1334,0.00461025892368
1335,0.00331842732333
1336,0.00471484503538
1337,0.00563628877522
1338,0.00843357123142
1339,0.00882973680606
1340,0.00598492904558
1341,0.0076253327704
1342,0.00861352733128
1343,0.00405139152581
1344,0.00700071989192
1345,0.00512591889332
1346,0.00399428554945
1347,0.0105158631318
1348,0.00362146757551
1349,0.00731364537533
1350,0.00556801925342
1351,0.00285794214569
1352,0.00723866975493
1353,0.00700053012739
1354,0.00642781190727
1355,0.00578454213242
1356,0.00458477598767
1357,0.00865527773263
1358,0.00564679719083
1359,0.00543794609861
1360,0.0040516523709
