species,blind_id,photo_id,review_order_within_species,crop_status,condition_review,condition_failure_reason,review_notes,final_condition_label,evaluation_row
Gentiana lutea,17ecf59968b4bf79,114654192,12,ok,,,,False,False
Gentiana lutea,187a3db715bacea4,53894086,13,ok,,,,False,False
Gentiana lutea,1a800af474a2ea51,128079610,14,ok,,,,False,False
Gentiana lutea,1ecc21c11a971750,87095616,15,ok,,,,False,False
Gentiana lutea,2037cd78fc7c472a,38717796,16,ok,,,,False,False
Gentiana lutea,21504e4918574186,90463050,17,ok,,,,False,False
Gentiana lutea,2211490b0b8ed5c4,136470049,18,ok,,,,False,False
Gentiana lutea,224e3673b4afe112,71579638,19,ok,,,,False,False
Gentiana lutea,2751828abadea44c,88856435,20,ok,,,,False,False
Gentiana lutea,278b9309d8d5b434,47958886,21,ok,,,,False,False
Gentiana lutea,2ab943c86f0daf47,10746513,22,ok,,,,False,False
Gentiana lutea,2c233387ef987b7d,10746059,23,ok,,,,False,False
Gentiana lutea,2d22188616131c23,88196623,24,ok,,,,False,False
Gentiana lutea,30a57241a4e66556,104487766,25,ok,,,,False,False
Gentiana lutea,35a7e5a03bc0394e,12380040,26,ok,,,,False,False
Gentiana lutea,367f3794f4b61971,2651217,27,ok,,,,False,False
Gentiana lutea,43f6659b858345dd,127143540,28,ok,,,,False,False
Gentiana lutea,4548d30f838f0abe,47107599,29,ok,,,,False,False
Gentiana lutea,51c160b18d2db008,110761818,30,ok,,,,False,False
Gentiana lutea,53a6375c4ac77481,90238511,31,ok,,,,False,False
Gentiana lutea,53c13a610aac970c,6124661,32,ok,,,,False,False
Gentiana lutea,56d28971ca3b1d0d,115052465,33,ok,,,,False,False
Gentiana lutea,57c70f2524269a9c,85958089,34,ok,,,,False,False
Gentiana lutea,58fcdb64d7bf407d,36568389,35,ok,,,,False,False
Gentiana lutea,591abd67ff8f4b5a,81347196,36,ok,,,,False,False
Gentiana lutea,5bdb3ed16f3fb54a,90174647,37,ok,,,,False,False
Gentiana lutea,5c70967686fdcc8c,92334739,38,ok,,,,False,False
Gentiana lutea,5df8a34871c7a161,82699785,39,ok,,,,False,False
Gentiana lutea,6040fe7658c786e5,18651548,40,ok,,,,False,False
Gentiana lutea,60ba27ab0970073c,85199430,41,ok,,,,False,False
Gentiana lutea,62cbbb246335cce7,4858113,42,ok,,,,False,False
Gentiana lutea,65408ea93567b808,134774721,43,ok,,,,False,False
Gentiana lutea,66cf12f6a17a05ae,85235619,44,ok,,,,False,False
Gentiana lutea,6e87d91fedfce7dd,6774944,45,ok,,,,False,False
Gentiana lutea,73ba66d875f367b0,87391480,46,ok,,,,False,False
Gentiana lutea,78aef8b3c724853d,22842775,47,ok,,,,False,False
Gentiana lutea,7a64c14b206935e3,31039255,48,ok,,,,False,False
Gentiana lutea,7c01c354841c3c33,110179275,49,ok,,,,False,False
Gentiana lutea,7f73694da85dc2e6,109086433,50,ok,,,,False,False
Gentiana lutea,834c0f93778e7c5a,21825404,51,ok,,,,False,False
Gentiana lutea,86a940ee212a053c,60063839,52,ok,,,,False,False
Gentiana lutea,89c5476a3a7f047c,43699118,53,ok,,,,False,False
Gentiana lutea,8a863c9c14cf520f,22153069,54,ok,,,,False,False
Gentiana lutea,9ac2db8e8d425ee9,132854075,55,ok,,,,False,False
Gentiana lutea,a866b61cb25c6259,133764082,56,ok,,,,False,False
Gentiana lutea,a9154c1958596611,86243459,57,ok,,,,False,False
Gentiana lutea,b4dad8e0c70b0983,84243769,58,ok,,,,False,False
Gentiana lutea,b61b7d865cab61fa,136105286,59,ok,,,,False,False
Gentiana lutea,ba0ffae740601414,23391445,60,ok,,,,False,False
Gentiana lutea,bb4a781bb7b1a2c2,17833542,61,ok,,,,False,False
Gentiana lutea,bbad04b1fb0f5bad,22349110,62,ok,,,,False,False
Gentiana lutea,c41ae2c3f249d34c,84355074,63,ok,,,,False,False
Gentiana lutea,c82f7910014481ef,84420104,64,ok,,,,False,False
Gentiana lutea,cab8cada56270804,21451400,65,ok,,,,False,False
Gentiana lutea,cd23637698798e51,136293232,66,ok,,,,False,False
Gentiana lutea,cd662b105bb37bca,25635218,67,ok,,,,False,False
Gentiana lutea,ce548ab48bfa080f,135583561,68,ok,,,,False,False
Gentiana lutea,d559f5cfb2b62cbe,19688443,69,ok,,,,False,False
Gentiana lutea,dc68a81222b3bce6,20251592,70,ok,,,,False,False
Gentiana lutea,df645c453b631646,85843606,71,ok,,,,False,False
Gentiana lutea,e85a539e89767374,86242838,72,ok,,,,False,False
Gentiana lutea,ec044999acc15353,47834469,73,ok,,,,False,False
Gentiana lutea,f7e48937804464e0,11913262,74,ok,,,,False,False
Gentiana lutea,f942a33d14645524,82482517,75,ok,,,,False,False
Gentiana lutea,f94ba086d2b06897,80484762,76,ok,,,,False,False
Gentiana lutea,fa2d9576597354c0,84909161,77,ok,,,,False,False
Gentiana lutea,ff87e4f0f2f54cc4,92799054,78,ok,,,,False,False
Gentiana lutea,ffbe2726a0deff04,8805335,79,ok,,,,False,False
Gentiana lutea,fffe0296e4761021,85291728,80,ok,,,,False,False
Ipomoea purpurea,02db3a10e0f396cf,16186204,1,ok,,,,False,False
Ipomoea purpurea,042a1d1b8318ad88,20606813,2,ok,,,,False,False
Ipomoea purpurea,08c6fc783b93771f,21355759,3,ok,,,,False,False
Ipomoea purpurea,0eaeb045be2db34e,159614,4,ok,,,,False,False
Ipomoea purpurea,13250b0f2fd49bed,5468954,5,ok,,,,False,False
Ipomoea purpurea,17e483d0049700ed,16112301,6,ok,,,,False,False
Ipomoea purpurea,1ab956cde8e451f3,4631801,7,ok,,,,False,False
Ipomoea purpurea,1c4eaed31a866360,5208180,8,ok,,,,False,False
Ipomoea purpurea,24fe5b40f401515a,18934907,9,ok,,,,False,False
Ipomoea purpurea,266760affd3551b4,8507132,10,ok,,,,False,False
Ipomoea purpurea,2cb9d0f2674f1036,6678192,11,ok,,,,False,False
Ipomoea purpurea,363d8268d3787b14,21201654,12,ok,,,,False,False
Ipomoea purpurea,3919e69dcc3c5aaf,19976814,13,ok,,,,False,False
Ipomoea purpurea,3c87cd73029d979a,11473602,14,ok,,,,False,False
Ipomoea purpurea,4204d914f699581a,4320843,15,ok,,,,False,False
Ipomoea purpurea,424059b7cca8c0bc,17837205,16,ok,,,,False,False
Ipomoea purpurea,44ad4301f37ef9ba,12414148,17,ok,,,,False,False
Ipomoea purpurea,46e819035c33690a,4966284,18,ok,,,,False,False
Ipomoea purpurea,471bad3feae73cb9,8911825,19,ok,,,,False,False
Ipomoea purpurea,490ad899c61bd3e1,10621563,20,ok,,,,False,False
Ipomoea purpurea,4b7cbf050b2dc187,556263,21,ok,,,,False,False
Ipomoea purpurea,55b96ef7430cd0b9,20138891,22,ok,,,,False,False
Ipomoea purpurea,568f29af05e14ff8,549301,23,ok,,,,False,False
Ipomoea purpurea,58bb6432922bab79,18257937,24,ok,,,,False,False
Ipomoea purpurea,5cf02a6091cf4746,21660382,25,ok,,,,False,False
Ipomoea purpurea,5d3cd115376f761b,11297728,26,ok,,,,False,False
Ipomoea purpurea,5e81146573e03b69,12111124,27,ok,,,,False,False
Ipomoea purpurea,5eecbef17ae19d4d,10075176,28,ok,,,,False,False
Ipomoea purpurea,62655c542767dbad,9857900,29,ok,,,,False,False
Ipomoea purpurea,636e7c5ca1ca81e3,21006454,30,ok,,,,False,False
Ipomoea purpurea,68dc26130991aee1,9204268,31,ok,,,,False,False
Ipomoea purpurea,6957c273e870b89c,9175298,32,ok,,,,False,False
Ipomoea purpurea,6c6c12f9bb430e85,11509779,33,ok,,,,False,False
Ipomoea purpurea,6f07e247bd6b4013,5324647,34,ok,,,,False,False
Ipomoea purpurea,70a68456efc9b2a6,19173379,35,ok,,,,False,False
Ipomoea purpurea,7ba669d659ee517b,10467777,36,ok,,,,False,False
Ipomoea purpurea,7dbf40bcacc0a617,11001334,37,ok,,,,False,False
Ipomoea purpurea,7e1274675901620d,9876774,38,ok,,,,False,False
Ipomoea purpurea,8475257bf1bad771,19928477,39,ok,,,,False,False
Ipomoea purpurea,85cf1a1492076924,10754403,40,ok,,,,False,False
Ipomoea purpurea,89911fd54203d3f0,22208415,41,ok,,,,False,False
Ipomoea purpurea,99ec9f438fa4f0d0,22362010,42,ok,,,,False,False
Ipomoea purpurea,9b06302410f68fe8,12562251,43,ok,,,,False,False
Ipomoea purpurea,9e7d98c2ca3939b6,2759819,44,ok,,,,False,False
Ipomoea purpurea,9f00541ea2277bbf,5444702,45,ok,,,,False,False
Ipomoea purpurea,a000e6ffd961d227,21890392,46,ok,,,,False,False
Ipomoea purpurea,a562a9ff2e8fd7e7,4508779,47,ok,,,,False,False
Ipomoea purpurea,aa92c0048b8a9706,4344804,48,ok,,,,False,False
Ipomoea purpurea,ab5e921d7be404d4,12653161,49,ok,,,,False,False
Ipomoea purpurea,ac3a3197ea3b90c6,9340064,50,ok,,,,False,False
Ipomoea purpurea,acffa70855162d0d,11107521,51,ok,,,,False,False
Ipomoea purpurea,af1a1e789d2f2b7b,14175928,52,ok,,,,False,False
Ipomoea purpurea,b1ccbc7b3fe9d50f,2802497,53,ok,,,,False,False
Ipomoea purpurea,b479284c5411a622,10864525,54,ok,,,,False,False
Ipomoea purpurea,b8ca7ea590df1815,13917525,55,ok,,,,False,False
Ipomoea purpurea,baf1e48968a9e446,478410,56,ok,,,,False,False
Ipomoea purpurea,bb496da3656c0258,12050503,57,ok,,,,False,False
Ipomoea purpurea,bb7f643197edaed3,5146754,58,ok,,,,False,False
Ipomoea purpurea,bd72ad82bf81bd78,4698216,59,ok,,,,False,False
Ipomoea purpurea,c2979ba0e057aef4,3321356,60,ok,,,,False,False
Ipomoea purpurea,c39dfeaa110f9fd9,10073418,61,ok,,,,False,False
Ipomoea purpurea,c5f5f03e70010a09,11227827,62,ok,,,,False,False
Ipomoea purpurea,c70e53b586a46ccb,8351579,63,ok,,,,False,False
Ipomoea purpurea,c71e1fcc57c1f08b,9322774,64,ok,,,,False,False
Ipomoea purpurea,c988e74a14a31881,10179089,65,ok,,,,False,False
Ipomoea purpurea,cda8fc73d073f3b2,5021775,66,ok,,,,False,False
Ipomoea purpurea,cfb1052b25bcc464,11857336,67,ok,,,,False,False
Ipomoea purpurea,d004776b72dd1561,11189332,68,ok,,,,False,False
Ipomoea purpurea,d895a6b337d08a38,13258209,69,ok,,,,False,False
Ipomoea purpurea,dc9a84d8c6d38346,21159036,70,ok,,,,False,False
Ipomoea purpurea,de3ac945c980095b,5797778,71,ok,,,,False,False
Ipomoea purpurea,e05c9475c35922e6,13475729,72,ok,,,,False,False
Ipomoea purpurea,e0d8c5d5da6ed922,17513770,73,ok,,,,False,False
Ipomoea purpurea,e8ae15e40b6c59ff,20736093,74,ok,,,,False,False
Ipomoea purpurea,f31bc3f2854a327d,11469260,75,ok,,,,False,False
Ipomoea purpurea,f5b940e174cec81d,4625487,76,ok,,,,False,False
Ipomoea purpurea,f5e2db9d2a95d866,11757174,77,ok,,,,False,False
Ipomoea purpurea,f9532619b13bb040,1639652,78,ok,,,,False,False
Ipomoea purpurea,f968ff65eefbe8f2,20309262,79,ok,,,,False,False
Ipomoea purpurea,fabdfe81ed7035e7,13071139,80,ok,,,,False,False
Lysimachia arvensis,0741878b1083634e,1852628,1,ok,,,,False,False
Lysimachia arvensis,074898d0b2bc95d5,4321420,2,ok,,,,False,False
Lysimachia arvensis,121642f304108bd4,1682740,3,ok,,,,False,False
Lysimachia arvensis,12dd3e570b8a7c71,3490087,4,ok,,,,False,False
Lysimachia arvensis,1d9ed378f12e2b1c,2086212,5,ok,,,,False,False
Lysimachia arvensis,1f5cf8d16a5cc568,2163538,6,ok,,,,False,False
Lysimachia arvensis,1f6d6448a2c6aed2,1916500,7,ok,,,,False,False
Lysimachia arvensis,2236c7f83d317cfa,4563102,8,ok,,,,False,False
Lysimachia arvensis,22c9ea9e7e4b6d3f,2784335,9,ok,,,,False,False
Lysimachia arvensis,272c7ce8a9ba3980,2220314,10,ok,,,,False,False
Lysimachia arvensis,29982f4b0e6bc63a,3313851,11,ok,,,,False,False
Lysimachia arvensis,2a5610dc39455f8d,3840260,12,ok,,,,False,False
Lysimachia arvensis,2cb623306425a74c,3136824,13,ok,,,,False,False
Lysimachia arvensis,2fcebc2b49f4143f,953204,14,ok,,,,False,False
Lysimachia arvensis,34da43a2ed8c5fd6,5040970,15,ok,,,,False,False
Lysimachia arvensis,35a228bc97847689,844032,16,ok,,,,False,False
Lysimachia arvensis,3a346b440c1d3cbf,1926846,17,ok,,,,False,False
Lysimachia arvensis,3b232876a95c5b56,3227804,18,ok,,,,False,False
Lysimachia arvensis,43024c6c8b737260,2325975,19,ok,,,,False,False
Lysimachia arvensis,45340d44f48cb586,4847117,20,ok,,,,False,False
Lysimachia arvensis,4658ef8f1e901bb6,3696994,21,ok,,,,False,False
Lysimachia arvensis,4716d8c503e589cf,3616940,22,ok,,,,False,False
Lysimachia arvensis,47243102d1cc4547,122329,23,ok,,,,False,False
Lysimachia arvensis,4c4a2dd47c9981d0,3984238,24,ok,,,,False,False
Lysimachia arvensis,530a66a6e7223428,1213059,25,ok,,,,False,False
Lysimachia arvensis,545512d859a9b8c6,3139734,26,ok,,,,False,False
Lysimachia arvensis,573c62768ad9c11c,4352054,27,ok,,,,False,False
Lysimachia arvensis,6270576ce1aa07f2,3266694,28,ok,,,,False,False
Lysimachia arvensis,6687b589e12fbcdb,655253,29,ok,,,,False,False
Lysimachia arvensis,6cf272585999e409,3468790,30,ok,,,,False,False
Lysimachia arvensis,6eca9cb609818e6d,173072,31,ok,,,,False,False
Lysimachia arvensis,6eecdbf7cbc00a95,905752,32,ok,,,,False,False
Lysimachia arvensis,7050cee5deaa5b82,2032995,33,ok,,,,False,False
Lysimachia arvensis,72375e464b898742,4648722,34,ok,,,,False,False
Lysimachia arvensis,7a5632085d0ced08,2961056,35,ok,,,,False,False
Lysimachia arvensis,7daa90c3bc4481f5,3817532,36,ok,,,,False,False
Lysimachia arvensis,8b36d42bc41266a0,3580993,37,ok,,,,False,False
Lysimachia arvensis,8c77dd4f02d92c51,2339603,38,ok,,,,False,False
Lysimachia arvensis,8fd46ab0fbbbf57e,1252156,39,ok,,,,False,False
Lysimachia arvensis,94205b6607588684,662244,40,ok,,,,False,False
Lysimachia arvensis,957ac7b256ac9fe5,5120765,41,ok,,,,False,False
