measurement_id,cell_id,observation_id,photo_id,photo_license,attribution,species,inat_taxon_id,latitude,longitude,positional_accuracy_m,observed_on,observer_id,observer,morph,measurement_status,roi_status,failure_reasons,image_sha256,flower_effective_pixels,background_effective_pixels,horizontal_flip_mask_iou,horizontal_flip_colour_delta_e,mask_pixels,nuisance_pixel_fraction,palette_count_white,palette_count_yellow,palette_count_orange,palette_count_red,palette_count_pink,palette_count_magenta,palette_count_purple,palette_count_blue,palette_count_bronze,palette_count_green,palette_count_brown,palette_count_black,flower_fraction_white,flower_fraction_yellow,flower_fraction_orange,flower_fraction_red,flower_fraction_pink,flower_fraction_magenta,flower_fraction_purple,flower_fraction_blue,flower_fraction_bronze
FCPR-7DE97DE089B6FE4914FBA971,100,106156368,178277747,cc-by-nc,"(c) Doug Macdonald, some rights reserved (CC BY-NC)",Colchicum schimperianum,980478,7.0522938036,39.7035798089,4542.0,2022-01-23,2675197,dougmacsafaris,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_colour_instability,24d83522f2050c4e385d7a2c085b79bc39268a5a7a0ee09087fa9709362359eb,11877,39988.0,0.5826151806430229,10.835673253787498,11877.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-D5633AB8B6488474D5A2B98B,100,107847704,181465427,cc-by-nc,"(c) andershelle, some rights reserved (CC BY-NC)",Cannabis sativa,75997,8.9968742397,38.7764764577,15.0,2022-03-03,2754415,andershelle,white,classified_four_state_morph,automated_colour_state_admitted,,63614bf096cc0b4c009d9ebe2ecd8d83cfc7ec5b23dba19925fb784282c5867a,173,288.0,0.9333333333333332,0.182785254510165,173.0,0.2774566473988439,96.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,48.0,0.0,0.768,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.032
FCPR-2CB6B78942F98EE8256982C4,100,109775920,185079077,cc-by-nc,"(c) Marco Grandis, some rights reserved (CC BY-NC)",Senna septemtrionalis,52347,7.0841684,38.6188955,2000.0,2012-01-10,710901,mgrandis,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,153e3b5226b05fe2458ebded5682bf1e41c1fe2eb7750ca606fa2d0e14f41ac0,71744,158306.0,0.9476814962372732,0.5915382498408314,71744.0,0.0006690454950936,17.0,54999.0,1662.0,0.0,0.0,0.0,0.0,0.0,15018.0,0.0,28.0,20.0,0.0002371122517295,0.7671139254630662,0.0231812095514394,0.0,0.0,0.0,0.0,0.0,0.2094677527337647
FCPR-D67FAFF4F4183B62968CBE1B,100,109924359,185357633,cc-by-nc,"(c) lougarou, some rights reserved (CC BY-NC)",Grevillea robusta,77302,14.2761264428,39.1157645674,122.0,2019-02-13,3446841,lougarou,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,766c6d670c1da86a0cd7d77ff7a7e239b882ba0577f43b2b229d98d32494b6fa,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-EFDE978C2112FE4E7DB8F951,100,112415566,189872654,cc-by-nc,"(c) Jeff Chapman, some rights reserved (CC BY-NC)",Bellardia trixago,51286,9.0687647,38.6326642,1368.0,2018-11-02,746541,woodridgejeff,white,classified_four_state_morph,automated_colour_state_admitted,,e618a609bf89008685fdb63f0e3f39a7b8777bd3b8446cba5416321308619e58,124269,147718.0,0.8919532529403007,1.1964030341105358,124269.0,0.144927536231884,92467.0,1224.0,0.0,0.0,9999.0,0.0,0.0,0.0,2569.0,10503.0,7507.0,0.0,0.8702039356666259,0.0115190242708852,0.0,0.0,0.0941002644481879,0.0,0.0,0.0,0.0241767756143009
FCPR-155D54F478CE870F60E44A21,100,12962008,18836984,cc-by-nc,"(c) Veronika A. Johansson, some rights reserved (CC BY-NC)",Kniphofia foliosa,467990,6.714869,39.725242,211.0,2012-10-20,404218,veronika_johansson,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,5740f8bac17eec2cc7e8bbaa5d1b862183dbe3866777fbc135026b1762c37ab0,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-4EF8D86C910DC7A189F3565B,100,132397590,225462564,cc-by-nc,"(c) A. Geremew, some rights reserved (CC BY-NC)",Orbivestus leopoldi,1411450,9.0780905217,38.7223860249,219.0,2022-08-26,4832114,ethio_nature,mixed_uncertain,not_evaluable_ambiguous_palette_composition,automated_colour_state_admitted,not_evaluable_ambiguous_palette_composition,d92db70e801f209b2bccca09f8d12e9783b5a6f8064950af514aeb204f9a9df9,22291,33062.0,0.825749423520369,1.4226756592959442,22291.0,0.1466062536449688,5732.0,593.0,0.0,0.0,7888.0,2.0,3566.0,1083.0,159.0,185.0,3075.0,8.0,0.3013194553960994,0.0311727908321505,0.0,0.0,0.4146559428060768,0.0001051358881354,0.187457288545445,0.0569310834253272,0.0083583031067654
FCPR-B845BA7A49B186A2315AC444,100,134334377,228957734,cc-by-nc,"(c) Zach DuFran, some rights reserved (CC BY-NC)",Plectocephalus varians,871761,9.7318216667,38.8156966667,5.0,2022-09-09,288963,zdufran,white,classified_four_state_morph,automated_colour_state_admitted,,b3e1a6821670226a4d1bec43e78253a51be96026ff2c6764129d65815426d328,72746,157599.0,0.9725812980704358,0.3701834058674454,72746.0,0.1869793528166497,58754.0,0.0,0.0,0.0,52.0,0.0,0.0,71.0,267.0,4019.0,9333.0,250.0,0.9934059245231976,0.0,0.0,0.0,0.0008792100635736,0.0,0.0,0.0012004598944947,0.0045144055187339
FCPR-E59DA123751E07339EBEFCBA,100,13825466,20399903,cc-by-nc,"(c) M. A. Naturalist, some rights reserved (CC BY-NC)",Anthemis tigreensis,551539,7.0149633335,39.7233965714,5.0,2018-06-19,938411,natforlife,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_colour_instability,7b6908c5a6ae6f4c48d62069a202f9faea2411af38cb2e29308036722cb1cb25,98308,160917.0,0.6471740944102753,8.814124134556762,98308.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-334A7220D317D9D1E1398D53,100,13860731,20459535,cc-by-nc,"(c) M. A. Naturalist, some rights reserved (CC BY-NC)",Sedum crassularia,739226,7.0157403359,39.7211919632,5.0,2018-06-19,938411,natforlife,white,classified_four_state_morph,automated_colour_state_admitted,,0a41dfa71bf799f9a083800c15ab23b6d16d89a9953641d3f54229b66431a5a9,125696,137981.0,0.7504293813035112,2.6389188557250347,125696.0,0.1268536787169042,77393.0,5405.0,0.0,27.0,1223.0,0.0,0.0,86.0,25617.0,2225.0,12089.0,1631.0,0.7051689734034314,0.0492478428442565,0.0,0.000246011425864,0.0111434064382101,0.0,0.0,0.0007835919490483,0.2334101739391896
FCPR-504FAB26F12AEAB26E36F3B1,100,13861225,20460574,cc-by-nc,"(c) M. A. Naturalist, some rights reserved (CC BY-NC)",Gloriosa superba,141177,6.7515178118,38.4455854912,10.0,2018-06-23,938411,natforlife,white,classified_four_state_morph,automated_colour_state_admitted,,328e1890fc4014c7b8d8d6c1115d42ccb30c7aa62c4f410618f13f0184dbef0d,62893,113725.0,0.9091911301499308,2.6253343264309352,62893.0,0.1559315027109535,42190.0,0.0,0.0,7554.0,0.0,0.0,0.0,0.0,3342.0,14.0,9034.0,759.0,0.7947481445202125,0.0,0.0,0.1422974042120333,0.0,0.0,0.0,0.0,0.0629544512677542
FCPR-1E86D573C821A8209EFFC79C,100,143361877,245853800,cc-by-nc,"(c) lougarou, some rights reserved (CC BY-NC)",Rapanea melanophloeos,578244,13.209728746,37.9877857453,15.0,2019-02-10,3446841,lougarou,mixed_uncertain,not_evaluable_ambiguous_palette_composition,automated_colour_state_admitted,not_evaluable_ambiguous_palette_composition,0bb1b4524221a032968ccf511130aa09c57d6085729270aa460d78f92343245a,16174,46657.0,0.6502662015788507,2.3012238690153115,16174.0,0.4616668727587486,3970.0,13.0,0.0,5.0,38.0,0.0,8.0,1.0,4672.0,1860.0,5401.0,206.0,0.4559549787527276,0.0014930515677041,0.0,0.0005742506029631,0.0043643045825198,0.0,0.000918800964741,0.0001148501205926,0.5365797634087516
FCPR-96A1DEF3C7D4B79834AF60E4,100,143484190,246080535,cc-by-nc,"(c) lougarou, some rights reserved (CC BY-NC)",Solanum incanum,199161,12.0317331984,39.0448978685,8.0,2019-02-11,3446841,lougarou,blue_purple,classified_four_state_morph,automated_colour_state_admitted,,fbdbdd2fa04e86ad6eb3394fe0a6678d33eaa0cdd544ca85faab4bacb55181b3,1878,4041.0,0.9053518334985132,1.458776509237034,1878.0,0.2465388711395101,157.0,36.0,30.0,1.0,70.0,0.0,904.0,133.0,84.0,2.0,164.0,297.0,0.1109540636042402,0.0254416961130742,0.0212014134275618,0.0007067137809187,0.0494699646643109,0.0,0.6388692579505301,0.0939929328621908,0.0593639575971731
FCPR-97AFB3815DB34E0F4B984347,100,145899793,250712143,cc-by-nc,"(c) Ryan E. Gray, some rights reserved (CC BY-NC)",Helichrysum citrispinum,347395,13.420882,38.374611,1031.0,2019-10-03,4766419,regray,white,classified_four_state_morph,automated_colour_state_admitted,,1994a6af372c1df991ee5d10391031617582ca154b38857c57f6915d7f05311a,72811,116050.0,0.6249428440786465,1.784066176379423,72811.0,0.1484116410981857,59758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2247.0,2568.0,7963.0,275.0,0.963760987017176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362390129828239
FCPR-F0886AADF02931C3D87512A5,100,146096787,251101241,cc-by-nc,"(c) Zach DuFran, some rights reserved (CC BY-NC)",Vicia faba,57309,8.9827083333,38.7267633333,29.0,2022-09-14,288963,zdufran,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,4641b2b323734db624fed0c06bb017cb8009e3a3a46214d808d6dc5b11fc4016,3118,5379.0,0.6792394014962594,0.8287520507561891,3118.0,0.1670942912123156,24.0,1847.0,17.0,0.0,0.0,0.0,0.0,0.0,709.0,60.0,410.0,51.0,0.0092414324220254,0.7112052368117058,0.006546014632268,0.0,0.0,0.0,0.0,0.0,0.2730073161340007
FCPR-325CD99F54EF824E0CEB9912,100,146096923,251101582,cc-by-nc,"(c) Zach DuFran, some rights reserved (CC BY-NC)",Plectocephalus varians,871761,9.7322682224,38.8141122944,1045.0,2022-09-09,288963,zdufran,white,classified_four_state_morph,automated_colour_state_admitted,,c5f18a5dcaf6e83def2c4326aac39b4e9ce5858eab645f710f198ec4b1332487,55031,129396.0,0.9619667516932008,0.6434611761644403,55031.0,0.2594355908487943,38828.0,0.0,0.0,0.0,995.0,0.0,123.0,622.0,186.0,3536.0,8536.0,2205.0,0.9527408352554352,0.0,0.0,0.0,0.0244147813711537,0.0,0.0030181086519114,0.0152623055405604,0.0045639691809392
FCPR-98FE17B616F599AE3164B471,100,147200296,253248531,cc-by-nc,"(c) Ryan E. Gray, some rights reserved (CC BY-NC)",Colchicum schimperianum,980478,13.228040282,38.1040936357,1953.0,2019-10-03,4766419,regray,blue_purple,classified_four_state_morph,automated_colour_state_admitted,,640641f11225a13e93de20fdb46546d3e594edb1c3318857e25646332016ec28,32120,145150.0,0.9559587911232844,1.3653315036583389,32120.0,0.0448318804483188,5985.0,15.0,45.0,0.0,2086.0,2353.0,15132.0,4954.0,110.0,93.0,863.0,484.0,0.1950782268578878,0.0004889178617992,0.0014667535853976,0.0,0.0679921773142112,0.0766949152542372,0.4932203389830508,0.1614732724902216,0.0035853976531942
FCPR-491EF095C1A920FDEADC26A3,100,147256686,253358412,cc-by-nc,"(c) Ryan E. Gray, some rights reserved (CC BY-NC)",Trifolium acaule,739227,13.2503389223,38.1275513896,977.0,2019-10-03,4766419,regray,mixed_uncertain,not_evaluable_ambiguous_palette_composition,automated_colour_state_admitted,not_evaluable_ambiguous_palette_composition,cb894d5911c3125cc738d1b412b34d256c7b3dfc5918064ca753a8f7b9812d28,121698,176844.0,0.7294910840560623,0.5777038003022096,121698.0,0.2023615835921708,30293.0,0.0,0.0,0.0,30714.0,104.0,21983.0,13060.0,917.0,15.0,21637.0,2975.0,0.312070546301161,0.0,0.0,0.0,0.3164075779584016,0.0010713807419311,0.2264631043256997,0.1345406970155865,0.0094466936572199
FCPR-A4B77F939607075DA2CC8DF6,100,147955029,254691861,cc-by-nc,"(c) Ayco Tack, some rights reserved (CC BY-NC)",Senna septemtrionalis,52347,7.7958523906,36.4536231037,8.0,2023-01-30,1642815,ajmt,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_colour_instability,5400ecb801a7ce56f1fc6b217c97302e8bb38c4bad8109f853e7156d4faa8b9a,1893,3197.0,0.5276329509906152,6.957264606000131,1893.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-FA57AA74E594F3A8022C3CE4,100,148880268,256461456,cc-by-nc-sa,"(c) Marco Schmidt, some rights reserved (CC BY-NC-SA)",Argemone ochroleuca,199511,6.86181,37.7601533333,8.0,2023-02-16,81948,marcoschmidtffm,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability;horizontal_flip_colour_instability,9890e937b21fa79a34c343a6e0367a3bdbe780cc77fa120be16586950f09eee5,1522,1851.0,0.0181892121705053,23.6776929683369,1522.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-B3E545680A36F1075EAF9E3D,100,148880522,256461729,cc-by-nc,"(c) sebsebedemissew, some rights reserved (CC BY-NC)",Argemone ochroleuca,199511,6.86185,37.76021167,48.0,2023-02-16,6498551,sebsebedemissew,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,89459a2f1b74a03cbdd04fc9ed21158af37aa655460ef2930db496a979e60f30,691,1322.0,0.953257790368272,0.4896193490056729,691.0,0.3024602026049204,126.0,0.0,0.0,7.0,44.0,0.0,0.0,0.0,305.0,0.0,206.0,3.0,0.2614107883817427,0.0,0.0,0.0145228215767634,0.0912863070539419,0.0,0.0,0.0,0.6327800829875518
FCPR-2CF4CC641746873047B1B9FA,100,150062574,258682720,cc-by-nc,"(c) A. Geremew, some rights reserved (CC BY-NC)",Convolvulus arvensis,53021,8.8598157448,38.8151951507,5.0,2023-03-02,4832114,ethio_nature,white,classified_four_state_morph,automated_colour_state_admitted,,53d487bdc115f61dbcf300024b8faaea8855647cf56a66dfbac0a0c0b3410e61,42695,63984.0,0.8985039102346141,4.661194231144067,42695.0,0.041339735332006,40105.0,323.0,0.0,184.0,231.0,21.0,0.0,0.0,66.0,174.0,1373.0,218.0,0.9798436354752016,0.007891522110921,0.0,0.004495480087955,0.0056437820669435,0.0005130710969948,0.0,0.0,0.0016125091619838
FCPR-0A7C7766B8C2B8CC61D39FB0,100,16726950,25238918,cc-by-nc,"(c) bosphorus, some rights reserved (CC BY-NC)",Bidens pachyloma,781532,14.10413311,38.28707012,8.0,2018-09-19,1073959,bosphorus,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,19e2b2d41fe2edb4e1ef4e256fdabbefbec44be9d93c3e5d191499f622ae12af,42761,79657.0,0.8936946209612459,0.4144188901712327,42761.0,0.0132129744393255,145.0,35572.0,2977.0,0.0,0.0,0.0,0.0,0.0,3502.0,243.0,297.0,25.0,0.0034363446772205,0.8430182955730401,0.0705517110626599,0.0,0.0,0.0,0.0,0.0,0.0829936486870793
FCPR-0E0D10733DD5A8DCF16BEC4E,100,17248450,26159902,cc-by-nc,"(c) tsuchan, some rights reserved (CC BY-NC)",Silybum marianum,52586,9.0590366302,38.7145536084,12.0,2018-10-06,276321,tsuchan,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability;horizontal_flip_colour_instability,2ffe356fb2a782ec7ad5cfb5a6607990acdf309f544c236affda2daf052f0ac2,1087,1729.0,0.2726809378185525,25.28016668338869,1087.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-DB56370FCA0159421AD9C952,100,17248636,26160033,cc-by-nc,"(c) tsuchan, some rights reserved (CC BY-NC)",Silybum marianum,52586,9.0287183596,38.6800505672,6.0,2018-10-06,276321,tsuchan,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,e7394d958965c983ed307928e0821867d0ea7f4059b879ee8a34637e3545ca73,387,697.0,0.5728542914171657,4.9861483637980255,387.0,0.0594315245478036,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,22.0,1.0,0.0,0.0,0.8681318681318682,0.0,0.0,0.0,0.0,0.0,0.0,0.1318681318681318
FCPR-5C1422A78E394FD0EE4F8B82,100,17256430,26174012,cc-by-nc,"(c) tsuchan, some rights reserved (CC BY-NC)",Argemone ochroleuca,199511,6.9805231641,39.1973661049,32.0,2018-10-01,276321,tsuchan,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,bb085288fdcf4a4aa4373816d56a2e439377e37e0c8bd3b5c9000f6dac224282,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCPR-7FD37041DCF874F78B689956,100,17256458,26216433,cc-by-nc,"(c) tsuchan, some rights reserved (CC BY-NC)",Lysimachia loeflingii,1467819,6.9805573039,39.1974237275,8.0,2018-10-01,276321,tsuchan,blue_purple,classified_four_state_morph,automated_colour_state_admitted,,537b1fdfc54fa95a268573d2d863f7432dc7cd435a2fa32d1faee214c120efff,7080,16874.0,0.9807746281223688,0.2509060035726229,7080.0,0.1009887005649717,247.0,49.0,2.0,0.0,279.0,208.0,524.0,4906.0,150.0,1.0,293.0,421.0,0.0388059701492537,0.0076983503534956,0.0003142183817753,0.0,0.043833464257659,0.0326787117046347,0.0823252160251374,0.770777690494894,0.02356637863315
FCPR-8B1B53A6D0B092C4476B13E4,100,17282372,26221068,cc-by-nc,"(c) tsuchan, some rights reserved (CC BY-NC)",Silybum marianum,52586,6.9803761638,39.1972657607,12.0,2018-10-01,276321,tsuchan,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability;horizontal_flip_colour_instability,da32ca02da8082a2ee02a091eb17259f772a9272fdd5ff8847e2a53eff5614ec,127,204.0,0.0,,127.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
