measurement_id,species,inat_taxon_id,observation_id,photo_id,photo_license,attribution,latitude,longitude,positional_accuracy_m,observed_on,observer_id,observer,row_hash,h9_selection_order,query_species,morph,measurement_status,roi_status,failure_reasons,image_sha256,flower_effective_pixels,background_effective_pixels,horizontal_flip_mask_iou,horizontal_flip_colour_delta_e,mask_pixels,nuisance_pixel_fraction,palette_count_white,palette_count_yellow,palette_count_orange,palette_count_red,palette_count_pink,palette_count_magenta,palette_count_purple,palette_count_blue,palette_count_bronze,palette_count_green,palette_count_brown,palette_count_black,flower_fraction_white,flower_fraction_yellow,flower_fraction_orange,flower_fraction_red,flower_fraction_pink,flower_fraction_magenta,flower_fraction_purple,flower_fraction_blue,flower_fraction_bronze,h9_classifiable
FCPR-D99982C585006D7AC449E8B5,Taraxacum officinale,47602,265043492,476006701,cc-by,"(c) Radu Teodoreanu, some rights reserved (CC BY)",44.8474389276,24.8495792225,22.0,2025-03-12,7838074,ra_teo,a611e34f3efb1b0e809b2d27d27115ce6cabc4f5ec7bf49f3be5a594b4fb8233,11,Taraxacum officinale,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,1540d20d17ea2ed93f337d5b30ea5d38f586745b24be65b6eeca5123eab0f6f0,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
FCPR-CD10B5069F299AF1AEACE256,Taraxacum officinale,47602,8948212,12058165,cc-by-nc,"(c) Elizabeth Torres Bahena, some rights reserved (CC BY-NC)",19.2985932569,-99.0945035228,1506.0,2017-03-25,12345,elizatorres,46ae6d891a82089c19ce7bd0e4c582afd7a2a4d417d9db9a204694b88ae2f66a,12,Taraxacum officinale,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_colour_instability,9a3e674fd230153efe2d15fd0c7729ef2c65ca300c213c9c7ead4bab33b69232,43764,85269.0,0.7955988150655946,6.515504139748471,43764.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
FCPR-E60689DD5BB8F45719803D92,Taraxacum officinale,47602,25834082,40055363,cc-by,"(c) Mary Krieger, some rights reserved (CC BY)",50.2560847393,-97.4760619272,5.0,2019-05-26,296618,marykrieger,093c49072cb0ad15606241832e63cf1386ffc6f49892a440379064e6b0660471,13,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,0960e5e2533da564f815f35a7c5f680093f9bf761898422da31a7e1d8aa744af,14875,27688.0,0.9779093752079312,0.1321496942801364,14875.0,0.0051092436974789,57.0,13486.0,771.0,0.0,0.0,0.0,0.0,0.0,485.0,8.0,68.0,0.0,0.003851611595378,0.9112777890398,0.0520981147374822,0.0,0.0,0.0,0.0,0.0,0.0327724846273396,True
FCPR-D2FEAAFFD6776276819F8E64,Taraxacum officinale,47602,68056351,110109135,cc-by-nc,"(c) Otgonbayar Baasansuren, some rights reserved (CC BY-NC)",49.4612700791,105.9789819956,15.0,2020-06-08,3904751,otgonbayar,028c1f40e07d439953c1df5bea35fc335bdf56afd526bacfe55c5795aea2ca43,14,Taraxacum officinale,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_colour_instability,792a8ca7e074fa2768fa60598c09a0b93ac61904b00b4d4006f0af5091d729ba,100165,147630.0,0.5484695699370117,15.2378938652203,100165.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
FCPR-E92FEC2DB4692F3DE25EE1BF,Taraxacum officinale,47602,301446724,543205448,cc-by-nc,"(c) z_kia_r, some rights reserved (CC BY-NC)",35.7159507929,51.4145152643,4.0,2025-07-27,3065127,z_kia_r,7dda608ccb51a529f73d5028d3e40d1270b57ff30d31034aebfeaca01bab484c,15,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,092891165e5580d67e0d635e53818f0893f710f6c74df8f80d16fadcd34378e1,23954,44274.0,0.9700726270974204,0.9886332816237554,23954.0,0.040744760791517,0.0,22800.0,93.0,0.0,0.0,0.0,0.0,0.0,85.0,736.0,145.0,95.0,0.0,0.9922534598311428,0.0040473496387849,0.0,0.0,0.0,0.0,0.0,0.0036991905300722,True
FCPR-E8B707AC2A46080141DEB421,Taraxacum officinale,47602,197011459,346880845,cc0,no rights reserved,26.0123674801,-80.2490462162,9.0,2024-01-18,738947,lizardking,0224612ebbd3455f8e42d2b4339a80dc9a3c27b7efc839b34a3df4801084237f,16,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,ca229d03461945aedd1346197ffea46d687addc0e245db9472241e0ae6f86208,14394,28591.0,0.9750394294726736,0.155486375066663,14394.0,0.0534250382103654,3.0,13523.0,1.0,0.0,0.0,0.0,0.0,0.0,98.0,722.0,45.0,2.0,0.0002201834862385,0.99251376146789,7.339449541284403e-05,0.0,0.0,0.0,0.0,0.0,0.0071926605504587,True
FCPR-6F8CB41E8DC0EA6D98782026,Taraxacum officinale,47602,333107207,604686113,cc-by-nc,"(c) Amber Brodie, some rights reserved (CC BY-NC)",-32.6920291494,151.5364743769,6.0,2026-01-02,10007033,amberro27,57b4e395e5c8456d2c2fd0931c0ece8cbfc499165a6b80b1db5d16050d72fa8a,17,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,6d7683e38a6fc1e6630fb4d0ae91bf2339273923a2c1776f90d44d03547b0cfb,86246,156920.0,0.9870281519162958,0.3744962410963961,86246.0,0.0404192658210235,0.0,76403.0,2538.0,20.0,0.0,0.0,0.0,0.0,3799.0,211.0,2669.0,606.0,0.0,0.9231875302078298,0.0306669888835186,0.000241662638956,0.0,0.0,0.0,0.0,0.0459038182696955,True
FCPR-EC899BF33ACADD674E458CD1,Taraxacum officinale,47602,355356404,648102870,cc0,no rights reserved,55.8835639,-3.3379149,100.0,2026-04-27,4313659,sauciepepper,f9e10596e1a7f5cce1e245ec4ee212be15907e16516c8e2184bd8f0a189bcfd1,18,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,29cb734055fd433807a7115b5e5df5295564dfecfc7f2fc0c815c72e6dfdb0a8,8217,13941.0,0.9628128724672228,0.180007091649423,8217.0,0.0328587075575027,415.0,6498.0,17.0,0.0,0.0,0.0,0.0,0.0,1017.0,222.0,48.0,0.0,0.052220963885743,0.8176670441676104,0.0021391720145967,0.0,0.0,0.0,0.0,0.0,0.1279728199320498,True
FCPR-C590DC9CA277961DBFAA066C,Taraxacum officinale,47602,340453189,619557296,cc-by,"(c) Elliot Greiner, some rights reserved (CC BY)",-9.5326114675,-77.5201193054,34.0,2026-02-27,292489,elliotgreiner,7e27f77ca452079af3daea4f32c927306016bd9362366eb358ace92c139cee18,19,Taraxacum officinale,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_colour_instability,d6594da281fa9791aa6b04fdba5eafecc55b584d40b05315b416d5da88d3a377,22040,45023.0,0.8671881235533562,6.726194122802093,22040.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
FCPR-8DDF019B10BB75B2793F203A,Taraxacum officinale,47602,46212589,73295878,cc-by-nc,"(c) jellona, some rights reserved (CC BY-NC)",60.30049492,25.049105,9.0,2020-05-17,2987024,jellona,102593eccc0acf2cb2608c67924a717f1e0a015a916db9841acf4d7b349057b8,20,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,508098738aa2e05ae3c4f0840e179bd78bc1f2f18791c9d7238f852eb9f87b02,55726,88498.0,0.9592718080157296,0.0427213355769634,55726.0,0.0261278397875318,88.0,47983.0,148.0,0.0,0.0,0.0,0.0,0.0,6051.0,217.0,1225.0,14.0,0.0016215220195319,0.8841533075363921,0.0027271052146674,0.0,0.0,0.0,0.0,0.0,0.1114980652294085,True
FCPR-4E49B9906AD81A74577BE734,Taraxacum officinale,47602,350086572,638708224,cc-by-nc,"(c) Probably birding!, some rights reserved (CC BY-NC)",48.3762333333,-123.72325,4.0,2026-04-05,9352021,joooosh,4f499898c0b18b3a7ab9174b895d3c8c01d66a2c17654019d3c6986636f8070c,21,Taraxacum officinale,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,d7eb4398bb8370186708e1c3a727505bea70b0447423add4bef165ae191eb808,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
FCPR-708384EF6BAC8BA4D90109C7,Taraxacum officinale,47602,194443252,341790346,cc-by-nc,"(c) ILoveGroundFowl, some rights reserved (CC BY-NC)",32.9412621389,-97.389137281,20.0,2023-12-20,7332874,ilovegroundfowl,bc2980cf5dd9d50a6e57322457e411313f792c792027e624c59f84122fc5dfb9,22,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,20af03dfe102c015da139c5dbe4a5e6efaf6703a60bf0529eed881d2adedb7fb,23781,42975.0,0.973618038666062,0.1524152423893686,23781.0,0.0364576762962028,321.0,21516.0,685.0,0.0,25.0,0.0,0.0,0.0,367.0,454.0,365.0,48.0,0.0140089028541503,0.9389892642052894,0.0298943877105699,0.0,0.001091036047831,0.0,0.0,0.0,0.0160164091821593,True
FCPR-D98CADE0C6BF511DAFCA6A9A,Taraxacum officinale,47602,223583328,396176019,cc-by-nc,"(c) Константин Самодуров, some rights reserved (CC BY-NC)",57.3582343141,85.8926867321,29.0,2024-06-16,1308042,konstantinsamodurov,94798206b45293431611c5050c0b1225217a3a8d6be692c15b88d82bdd601e2d,23,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,988c7058cfddbb1e0bf170da76c48ec81b994ab0193bb13646b353ecd28d4475,31814,59427.0,0.9721810089020771,0.1280309450614787,31814.0,0.0291695479977368,1777.0,28338.0,23.0,0.0,0.0,0.0,0.0,0.0,748.0,800.0,128.0,0.0,0.05753415787088,0.9175030758272356,0.000744673962313,0.0,0.0,0.0,0.0,0.0,0.0242180923395713,True
FCPR-4CDF6D0DE099EE1E381604B8,Taraxacum officinale,47602,205982173,364272042,cc-by-nc,"(c) Cindy Clark, some rights reserved (CC BY-NC)",41.4185943158,-82.634068653,81.0,2024-04-06,3522197,lakeerie,7d44ad21487b53b724930c159d78b41fda4b2e467fac41685d51690910e7d4ba,24,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,eb5d096b70e2363c3ad2cd94efaf43ce4c37e979c77a7f1df0836b286405af8b,48090,92213.0,0.9823341244453616,0.0248612549214592,48090.0,0.0177791640673736,39.0,42100.0,2386.0,2.0,0.0,0.0,0.0,0.0,2708.0,171.0,678.0,6.0,0.0008256589393458,0.8912882396527998,0.0505133904943368,4.234148406901662e-05,0.0,0.0,0.0,0.0,0.0573303694294485,True
FCPR-564DB7FAC1DAEC662F16E80A,Taraxacum officinale,47602,228028295,404597774,cc-by-nc,"(c) sasetka, some rights reserved (CC BY-NC)",43.977717,7.391097,184.0,2024-06-27,6072272,sasetka,e439635f97232e6799b1c5533c1f5474076b873f29220da2b928db8465d2b933,25,Taraxacum officinale,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,8b66a53e6a45ed1581bf09d6f06ac6736f89b590948b01e14c3c682a2c599ccf,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
FCPR-3B746F16E4E8591DF4220FED,Taraxacum officinale,47602,279046865,501062054,cc-by-nc,"(c) Анна Мостовая, some rights reserved (CC BY-NC)",50.7977156797,42.00832785,8.0,2025-04-12,2798271,ankhen,b5e6ef1c390005e6367cc2fc07bbf000d288655a86e748a66076bd6aeb6e5d4b,26,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,3069430889fce7fc6573f2b971760c98bd496d1283d6d7f8454e687ddb7ef57b,15011,29168.0,0.7046100605611173,2.2025253317784026,15011.0,0.4096995536606488,1749.0,1936.0,14.0,0.0,29.0,0.0,0.0,0.0,5133.0,1620.0,4211.0,319.0,0.1973817853515404,0.2184854982507617,0.0015799571154497,0.0,0.0032727683105744,0.0,0.0,0.0,0.5792799909716736,True
FCPR-34ABDA8C5679F79D9CCFB14E,Taraxacum officinale,47602,236719978,421178693,cc-by,"(c) Jo Roberts, some rights reserved (CC BY)",-33.98913755,18.43411504,9.0,2024-08-19,3920526,bacchusrock,0b287d5ef057801129864d894837e9861de2cde5a3d5da437320d07806100881,27,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,9e4b1ecaf4bdd31df30e245bf02f7e195c7f80c92e1d9cf946ebb49253952477,25589,51961.0,0.9772788643289744,0.1247000028925369,25589.0,0.0209465004494118,94.0,22419.0,1569.0,0.0,0.0,0.0,0.0,0.0,971.0,0.0,420.0,116.0,0.003752045663194,0.8948628906717758,0.0626272302718237,0.0,0.0,0.0,0.0,0.0,0.0387578333932064,True
FCPR-4EDC0CC2027759D78D92F9CC,Taraxacum officinale,47602,374430627,685062778,cc-by,"(c) Bob Walker, some rights reserved (CC BY)",39.4673616667,-105.955375,4.0,2026-06-22,2680987,bobw75,015d7d0d95035a7852fb49408e8cfe4d94978c21e8cd368c0f3cf34874b6d918,28,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,8a687ff8c6b5b53d74c3a1865dcc2ac0f433a761105dce5a13aeb652969e7cde,115005,157540.0,0.9554469285575108,0.246724268415207,115005.0,0.0302682492065562,237.0,97151.0,10621.0,1.0,0.0,0.0,0.0,0.0,3514.0,544.0,2442.0,495.0,0.0021251031168179,0.8711219109788028,0.0952351063448226,8.966679817797066e-06,0.0,0.0,0.0,0.0,0.0315089128797388,True
FCPR-00664A5BBDD2BDAEF94B8F15,Taraxacum officinale,47602,16950371,25619223,cc-by-sa,"(c) Oscar C. González Martínez, some rights reserved (CC BY-SA)",26.9317167253,-105.6490413846,5.0,2018-09-26,26738,oscargsol,b3efb001785788bf31abc9f624cd6ed07cd4f14b096d3f02defc601363b31856,29,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,9d86fa7a0bf255bf61adec15e78aff4f931d1bb099c3e478ec258bcf242dcb0d,61342,114754.0,0.9910704156875456,0.1399936879224765,61342.0,0.0074826383228456,15.0,58728.0,1106.0,0.0,0.0,0.0,0.0,0.0,1034.0,140.0,319.0,0.0,0.0002463741931245,0.964604240921111,0.018165990506381,0.0,0.0,0.0,0.0,0.0,0.0169833943793834,True
FCPR-95EAD8C71AD54842B645FCD8,Taraxacum officinale,47602,101823660,170091395,cc-by,"(c) Se Lena, some rights reserved (CC BY)",35.3885074097,139.5445862295,61.0,2021-11-24,1424706,se1,843e12002c8514f29430595c54abb9d5ad75b18c8c4be37dbd2a6b336f8c6d6c,30,Taraxacum officinale,yellow_orange,classified_four_state_morph,automated_colour_state_admitted,,b4e47cbb90599565ace11e662e6170c0dc3ed8129246e5c1debc799bbc43d309,26535,48778.0,0.9751915495053188,0.0831309255389841,26535.0,0.2097230073487846,0.0,18186.0,154.0,0.0,312.0,0.0,1490.0,96.0,732.0,1646.0,2503.0,1416.0,0.0,0.867238912732475,0.0073438245112064,0.0,0.0148783977110157,0.0,0.0710538865045302,0.0045779685264663,0.0349070100143061,True
FCPR-E4023049561C27FCBF6981DD,Taraxacum officinale,47602,157316299,272016521,cc-by-nc,"(c) michalsvit, some rights reserved (CC BY-NC)",51.8683158,19.5562563,1799.0,2023-04-28,6271452,michalsvit,8334d31b63b29a932b588733520315c9c5abc558b583264dc1841848154bfbd4,31,Taraxacum officinale,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,no_retained_flower_instance;insufficient_flower_pixels;insufficient_background_pixels;horizontal_flip_mask_instability;horizontal_flip_colour_instability,a1051292ce4d3c41728fecaf53326b0d10efeaf668fb1c76b0703b5d104483d7,0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
FCPR-330B621E96A35AF348A1BEDA,Taraxacum officinale,47602,337886757,614339807,cc-by-nc,"(c) daniela_gaibor, some rights reserved (CC BY-NC)",-0.3157490286,-78.4403888343,16.0,2026-02-08,9982898,daniela_gaibor,dcce896f30031a47f7991867d094c59c6a578567bf0e2488e3cf34cb4978dee3,32,Taraxacum officinale,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability,c7b77eb540ff129fc52e15cbd6be23e9547f65946927d4cc099cbb126a1aac6f,30230,56342.0,0.3506900514201478,2.3043619952777883,30230.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
FCPR-EC5D946741427F56CCA5FE54,Taraxacum officinale,47602,143230063,245616238,cc-by-nc-sa,"(c) chert_hollow, some rights reserved (CC BY-NC-SA)",39.0968758634,-92.3542974834,9.0,2022-11-28,2113679,chert_hollow,572b6fd628e41ba26b300a09c7a305624df7bcff6d1f1e8435fc2b4cb6bf4230,33,Taraxacum officinale,mixed_uncertain,not_evaluable_roi_or_flip_gate,automated_colour_state_not_evaluable,horizontal_flip_mask_instability;horizontal_flip_colour_instability,c9cd541e2bd6ffd42e904f2af29dcd74d0fe23704df47ccb900f7ba46292a9d6,19731,37647.0,0.4310230877687698,25.450440368915555,19731.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
