permutation_index,primary,observer_pair_exclusion,calendar_quarter_stratification,matched_background_differential
52,0.0022491377552709066,0.0034739797901451675,-0.007508450079896742,-0.001253929631808585
53,-0.0014505571463260282,0.0004814221692223517,0.004121843694260873,0.003287244791011963
54,0.00029105550682666557,0.0013867056754951175,0.002942745332642155,-0.0023865070714947853
55,-0.0004631872219247405,0.0010621878234140516,0.004651637243863469,-0.0004475663883758888
56,-0.003009872051229302,-0.0034352344864345564,0.0029662938339642714,0.0006716012990653886
57,-0.0027232282172672045,-0.0007568700873018694,-0.004476232750739133,-0.003945894420420318
58,-0.0017305679758665457,-0.0038680456593424397,0.0013255163509162116,0.0008703259530425419
59,-0.0018346203198824787,-0.0010293749467050167,0.00603711393556877,-0.0007313763772488858
60,-0.002239868873462965,0.0030758275897841626,0.0054809405191553195,0.006555172150260563
61,-0.001963366501189358,0.0010457765769593833,-0.004900445098633425,-0.002854645839000136
62,0.0014114722631318021,-0.003835182146322496,0.0024893631690885054,-0.00556939169029111
63,0.0007099809698750039,0.002858185113012269,0.00620767910100824,0.002087573906404671
64,0.0004349383615042048,0.005978725573868158,0.00647248274023488,0.00284553812806901
65,-0.0006190585616571702,-0.005422394881282403,0.000552684920155576,0.0034656734856143906
66,-0.0004124159612490552,0.00432150892669092,0.0043769271335829685,-0.00012676027123563704
67,0.00011055727068992201,-0.004173688251842167,0.00017349229114713832,-0.002204221954730134
68,0.000386662459793432,-0.0045045034617008485,0.005600076293730772,0.0014466998033085632
69,-0.0005050645353492231,0.0048965585138277,0.005456784247456167,-0.0003110723501265345
70,0.0005027519934398572,0.001326553764119782,0.002925765242984363,-0.0012255660914236165
71,-0.0029220610740451985,0.0007634665829040894,0.00017923359353237754,0.0005667202213663474
72,0.00015425012969797595,-0.0012441550239779126,-0.0034828178650057233,0.0011128710838934062
73,-0.0028152211953457553,0.0005420685774086907,0.002576832148426865,-0.0008066360874832641
74,0.0035046699634964165,0.0008024810659885725,-0.002466675352043726,0.0007041972530341284
75,0.0015956723303418591,-0.010721448048579154,0.002813885583754502,0.009157392726846712
76,-0.004300984824423896,0.0011387412707408759,0.0035634360399869566,-0.0005867575593862997
77,-0.005265822830566449,0.009288187014403109,0.0018258275292962138,-0.005665719164633954
78,-0.002590833503461082,-0.00034491591016035935,0.003589104513091136,0.000973232447140639
79,0.005397009195191269,0.000681180921184654,0.0015790144822524555,0.0023704256597919912
80,-0.0046516559772142715,-0.003914703326594805,0.006282163309052505,0.0009520536802141929
81,0.005660843133664809,-0.00010323335627343626,0.00439112691606477,0.007275891570691647
82,-0.0004661759807562782,0.00220680756174132,0.0006242835537026794,-0.0018630002214891867
83,0.003011657681534707,-0.0024013063785950045,-0.00949267641932398,-0.004901301697669671
84,0.004299478318059913,0.00014108434609265554,3.80348347302732e-05,-0.0015703006920704864
85,0.0074908149865308684,-0.00048335169095352056,0.00044922413080854365,0.00032376803359425774
86,-0.0032762085325336453,-0.0008422175830890452,-0.0003879471231301498,0.002978124523990211
87,-0.002970906339922331,-0.0019096163590440513,0.0005021143220159458,-0.0034618290781407864
88,-0.0037164186812420914,0.003002883427516088,-0.002522562671481613,-0.00046898274492210984
89,-0.004147266040604668,-0.003931791446610474,0.002767129684130354,-0.0024734764162587393
90,-0.00024757106147406345,0.0012554728329836192,0.005225986776500355,-0.004027672842367985
91,0.002770605501264652,-0.002463901607325341,-0.00023276026006647434,-0.006150405805183222
92,0.0005315441551829443,-0.0020963701913638815,0.00528164582412201,0.0016566682956715153
93,0.0019258082706908896,-0.0002515550113252666,0.005921970067525784,-0.0001352408892032199
94,0.0004555599398474987,-0.0013316277601003825,0.004005463859603199,0.0009898047662414843
95,-0.006336693385817059,-0.0023736585317435306,-0.002878545670756789,0.0008108883230102053
96,0.0005958977971025255,-0.0007408902351094261,0.005568143557536976,0.0020839751686686355
97,0.0011009666684445598,-3.482590606175666e-05,0.0006460077996639205,-0.0004896328811360894
98,-7.921234059804192e-05,-0.006868178541778196,-0.0005597176888190797,-0.0006159651845852322
99,-0.005161994624426497,-0.0019180406337017553,0.005839763097317543,0.0022691554588644817
100,0.0046700615300899785,-0.00035989541988369427,0.002519551953370084,0.0049609892825801276
101,0.005086939519439314,0.00036892787672132316,0.001200191963899757,0.00043389356440473944
102,-0.0010333189264670197,0.0032821624678126167,-7.083071928519153e-05,0.001174514924903663
103,-0.009135794068774206,-0.003851701941929542,0.0020372388896942603,-0.0005898104470910614
104,0.0028997435172880026,0.0019680676029016205,0.0003891094037686044,0.0029771923344957666
105,-0.00046013376239213184,-0.001911805188577616,0.0021554899044977263,-0.000347224114180708
106,-0.0005487650170212584,-0.0005130683509326036,-0.0004611617055193261,-0.00541518428437077
107,0.005002149983978433,0.002030233485780093,0.004342591391436001,0.001044603165533511
108,0.0027675821448513885,-0.0033385904098939376,-3.520390270101876e-05,0.00037891748354269275
109,0.0022136555151537896,0.0070787026030204505,0.001553181154657257,-0.00030580683814136094
110,-0.009871034101988533,-0.00047492363173396894,0.005200062388519267,0.006806181249697727
111,-0.0006650915699992645,-0.002190399555003704,0.001684914047383453,0.001386329361385173
112,-0.004363584694496332,-0.005637826401905392,-0.004733278439076235,0.001157915738539838
113,-0.004011829035837161,0.0008578383581629454,0.002935333236775271,-0.007212200452905987
114,-0.00029319999107510855,0.003539055641951555,-0.0013040656274755974,0.0026956684759060286
115,-0.0019159730340581114,-0.0027893660973225686,0.0028488778717256718,-0.00118868463343628
116,0.005141812014586879,0.0026966445753859106,-0.0008868874829807,0.0038468409865717403
117,0.0039163895225357214,-0.004134022029381798,0.008197003921612371,0.0023664982760313947
118,0.0017766485745285506,0.0011056389301122391,0.0038319489414859504,-0.004931754236024819
119,0.002969498488379896,-0.003964250832802791,0.0003252137959002899,0.00034584230759804736
120,-0.0027251332156735986,-0.0008929420839874517,0.0029650579469133473,0.0005753530335237837
121,0.001815312754674283,7.525074848698882e-05,0.0005971649960163092,-0.0032267208455949766
122,-0.0018729379482732413,-0.004408692822540645,9.909635751306841e-05,0.0012240329536567203
123,-9.564291540334644e-06,0.0016826147174787407,0.006207383763745687,-0.0030726196522578918
124,-0.006052238772669133,0.0013663573290091206,0.0027329399732798935,-0.0008854407641893492
125,-0.003996157235353525,-0.001410295164912162,0.0022131823687447463,0.00057411378325231
126,-3.697458820387268e-05,0.0010728185195056996,0.005836397917893069,0.0003836353812552486
127,-0.0030695261627072317,-0.009060927905169013,0.0035439284914024725,0.002371281905882416
128,0.002123865272020285,0.003015141709740627,0.005412403897109363,-0.0035585435000062763
129,0.0008878578574098155,-0.008365793720984406,-6.345571310699398e-05,-0.00013232660178365263
130,-5.7596855797858174e-06,0.005865785619184118,0.00032308420981999266,0.003934038191439193
131,-0.005641791855711344,0.000567423132950069,-0.0002825990504151287,-0.003435991972536653
132,0.0010368107446263775,0.000617274648345336,-0.005383262300486793,0.004322050200251744
133,-0.000625059443206121,-0.0018294693951688352,0.0032251989826318785,0.0035239460410251985
134,-0.003348023550935742,-0.0006778124834278467,0.0005635443593674165,-0.0002235482930206684
135,0.006350064997754557,-0.0044506866454111565,0.0025610055655894194,-0.002309901795711069
136,0.006836811188170091,-0.0018630475086613533,0.006763370981246728,0.003992605114394215
137,0.004447211611218737,-0.002925900512740359,0.007572598842542054,-0.00472490982610572
138,0.00104409332135125,-0.0026665116087281554,0.009070584952517195,-0.001945820849297337
139,0.00040478140392354094,0.00025581504912749103,0.0010354001623358526,-0.004106357365773482
140,-0.001540440205063756,-0.0018592049122945528,-4.4379987564178305e-05,0.00010810070102896312
141,-0.004041784799889106,7.183429985602524e-05,0.0018987327432683418,0.004354569046752552
142,-0.006451894655579543,0.002086686880965249,0.0005680741012475052,0.0001574612054790713
143,-0.0036339418365115214,0.0011844602151632804,0.007125040261138402,0.003305713026799675
144,0.000365406211375931,0.003207259188373052,0.005205921212590588,-0.0007484421329127377
145,0.006993873204501704,-0.008599443763503634,-0.000931339505741305,-0.0009718429810847829
146,-0.002607088496952271,-0.005231672130932579,-0.00034556249566414937,-0.006419399111131787
147,0.00550369455959466,-0.0005963906738538918,-0.0018511471097929643,0.001639890574218521
148,-0.0072269508004863285,-0.003047531876217896,0.004448107846498967,0.0022617565333414615
149,0.0048752743247819355,0.0010483666655231808,0.004207839355354534,0.0014038960695272264
150,0.0037937303092313657,-0.0011503777796758108,-3.9678409833292413e-05,0.0008020286229673908
151,0.0022472156944477115,0.0016219531755945072,0.0032895103582431737,0.0030932953319468925
152,-0.002029044612230464,-0.002570192700326845,0.004843556386594849,0.002056562590024057
153,-0.0001826149405009393,0.006421111788653947,0.002769609108465608,0.0005106431600725707
154,-0.0011921181259642861,-0.0010060018594413628,0.005853312469784243,0.005787360135923097
155,0.006923308614689039,-0.0035919065759882278,0.003610331328627441,0.001626596941906474
156,0.0005289214050426041,-0.007295601622093013,-0.00182059416620088,-0.0011303597137698415
157,-0.0021144573103738305,-0.005537112644971235,0.0007257881484563837,-7.124491962991439e-05
158,0.00317375107444958,0.00038569071996526666,0.0017295741601155397,0.00598741898081679
159,0.004679114466291313,0.0007688346132893709,-0.00012473059801416556,0.0009493839713199427
160,-0.0025665461301092726,-0.0009126165742688814,0.00017108267375733324,0.005054906114360525
161,0.002007286329313422,-0.0036521855040752794,0.0001802715443124514,-0.0006320013240802588
162,0.002130930454331358,0.0004491454968206702,0.0017724646565160805,0.004319173829208218
163,0.0006676919750053655,-0.0013866239719986092,0.003159216438001818,0.0012678999205700458
164,-0.001836735988526615,-0.0038683251561732845,-4.9527457348521456e-05,0.0024924413763485307
165,0.002404081406887712,0.001421540193229747,0.002532267897736282,0.0008907790455467986
166,-0.0014237146890465212,0.00039303195295500734,-0.001988173065569737,-0.005482023927662188
167,-0.000555874823953041,0.0014930916788880293,0.0058339561126390365,0.0033054193822221597
168,-0.003542456079586599,-0.005129656753444714,0.0003576615165481534,0.006133027412961081
169,0.00033805859130035955,-0.00840884301843946,0.002580782803111112,-0.0006257671147875218
170,-0.004017527344701678,-0.002061134694168171,0.001204212643965144,-0.0039320646334032846
171,0.0015132830602615469,0.00744774171616697,0.0026185906040143998,-0.0007787006127273954
172,-0.0002183205865046333,0.0029499684823952013,-0.004723491215983732,0.004687138883951546
173,0.0028837389750224402,0.0021961537403735348,8.720564936270693e-05,0.00256817534386025
174,0.0010079392199972427,0.0018803255133164254,0.0030173507939797546,0.0042627999638322695
175,0.003700061985362112,-0.001111643995182505,-0.003922738685756003,0.0014612808192693678
176,0.0023412577778571977,0.003048385518851654,0.0034412920941537853,-0.000526926352074486
177,-0.0005802484365287147,-0.0017039324510852362,0.0033626278871811883,-0.00011081984519099389
178,0.0024227974053884407,0.002725872577592176,0.0038306631977095963,0.0013601335973968927
179,-0.003107172727391324,0.008517711171557509,0.0003397998165891738,-0.004514636028641364
180,0.0011450986824530906,-0.005470573507837383,0.0037762663383436464,0.0031055076768991097
181,0.0013951106325983166,-0.0006025917869118237,0.0031862182139608904,0.0010199267708103786
182,-0.003098143510937876,0.0002946456684948146,-0.00014498366326464517,-0.0009617930621360373
183,-0.003242326440223291,-0.004140455235024954,0.0008498876401468169,-0.006491477428763352
184,-0.0018880334076020362,0.000995218651768277,0.0019469912367841452,0.0010252732659378852
185,0.005095578141560895,-0.00022649656915734443,0.011232712209479325,-0.001287951505231366
186,-0.006286397937071613,0.001037330879125972,0.0037508378422252795,-0.0021561361742235712
187,-0.0022209211845813314,0.003347044141512444,0.0016510698701423696,-0.0007798874685631972
188,0.0017457918629779326,0.0016501339480963432,0.001763589579053471,0.006161017409880909
189,0.0026187924353381557,0.0011831022757084054,0.005868813217146665,-0.000746862278598451
190,0.0027408276684948345,0.0009589576178071741,0.0013846806290696877,0.0006673197497375824
191,-0.002112947303872259,-0.001168417058269294,0.002812912943818508,-0.0010353973734372472
192,0.0009332178750603887,-0.00040686378066713243,0.0032365206766751414,-0.007285649499503399
193,-0.00138026076653659,-0.0003253296354389209,0.01138161538472173,-0.0009569365536582267
194,0.004444834358677411,-0.006461530706854883,0.005080736015963174,-0.005719424484999767
195,0.0017859183767655407,0.0002211927459511261,-2.3420863398001764e-05,-0.0017564300839405219
196,0.0058901372713147165,0.0008409400170199935,-0.0009474647666317056,0.0007849321104605817
197,-0.0011145398218903872,-0.00011740240202810175,0.0014425572618980225,-0.0043133574359623195
198,-0.005766988546845292,-0.00021566140159987127,-0.0020435057477672523,-0.007757237755090893
199,-9.36450977293239e-05,0.0017576441089932153,0.0014586841232692542,0.0025040974373306372
200,0.0029501949881740744,0.0008350005274229416,0.004222641673900128,0.0020190942950497766
201,0.004031331041854867,0.00249624951530237,0.002792296818333641,0.0006427152138217622
202,-0.0032567997613295947,-0.0018607207397047755,0.004118045084714454,-0.0018720042784901613
203,-0.0038442778209395005,0.001314758884560333,0.005777345781226838,-0.0006048326378681344
204,-0.0006375845337335281,-0.007559535690709797,0.0023325972713542824,-0.005190011029619984
205,0.003921433161953582,-0.00397442618221524,0.0031208516565191836,0.0033863372904804263
206,-0.004048324252477413,0.00399055203020582,0.0025868803982043273,-0.0020916510532028405
207,0.0023235701056408295,0.0014789740327821775,0.0037454817057114287,-0.004585123015695044
208,-0.0021149203308544165,0.002988777412599615,0.0007540284370848484,0.010155320207313688
209,0.0018494050772096264,-0.00019994367311451257,-0.0011908290291770785,0.0037107938434492054
210,-0.0027295719159306214,-0.005567259282306016,0.0036213391946938803,-0.0035598976435445525
211,0.0006311969120328,0.004630905111541501,-0.002036064684751331,-2.332966853727193e-05
212,-0.0017377574697015803,0.0032582805644609768,0.00045463138465629514,0.004087882191682923
213,0.004501872605805937,-0.0029855345261679245,-0.002141255707919615,0.003803067094615003
214,-0.0006828419819600204,0.0033081294847339977,0.0021014410097326955,0.002609889446241343
215,0.002310272169199057,0.0026171082307813766,0.0017924396054407312,-0.00012730377228550228
216,0.003855798064034662,-0.005450139633663054,0.0001572881853066327,-0.0027554625021622135
217,-0.0002408035105984719,-0.0020052079751416868,-0.0037255898187957197,-0.002065986375062151
218,0.0005008074814270073,-0.0007504145139841888,0.002363960614202526,0.0017201564315279998
219,0.00029433313625047794,-0.006933556615408743,0.009549196509442621,-0.009364214476865008
220,-0.00011138002480377167,0.0004385989727582371,0.00029250297244758,-0.0072724455624871304
221,-0.0035308333262098856,-0.0021829809834470696,0.009219512168262502,0.004584611323660578
222,0.0002467476626372621,-0.001247595301609281,0.005239765361966468,-0.0018728803826180474
223,-0.00042893473664326235,-0.0005034946118286831,0.004670122104443856,0.0010511431694404572
224,0.0012038106186244492,0.005434750285539834,0.002629161959353288,-0.003385729548634033
225,-0.0014495932124610623,-0.001067897859818977,0.0006709921745612342,0.0007238429064306946
226,0.0014067914664637143,-0.000720378854111156,0.0014713754547340887,0.0005406244705601982
227,0.0013943747191747231,-0.0011917867512036774,0.00691501952737639,0.0018585915300105046
228,-0.007282395203161392,0.0051367267056569065,0.0029685479269099366,0.0068039263315194075
229,0.002594989942860804,-0.00046476645865131173,0.003702948338687372,-0.005599307124853005
230,0.004471953962527011,-0.002111514505016666,0.0012004448001001428,0.001811326539151238
231,0.0035042143299301464,0.0012707024498067483,-0.0010286362368698034,0.0008085811165714044
232,0.0023111200003985053,0.00046275884129679727,0.0008509413384275906,-0.000687180963974573
233,-0.0026302077332585904,-0.002173652830285218,-0.003473926774631977,-0.004144278169091164
234,0.0008367411517160062,-0.0002954976124224249,0.0022538390604857953,0.0031614975477462985
235,-0.002391869771618215,0.0038256537755351565,-0.0009353440673076136,-0.003996791031709248
236,-0.0010281294420028942,0.0014078525220116587,0.004230829680313012,-0.0015200004709463506
237,-0.0034618074911569323,0.0012241098161853213,-0.0016311875988186918,0.004691865489278395
238,0.001094174958771075,-0.002541582519735435,-0.001606920113402006,0.004444428478539774
239,-0.005948599921445779,-0.006961854117867797,0.0017066313559452053,-0.0062513823206609784
240,-0.00017960243296484603,-0.0005026784193871317,0.005509608393765369,-0.0004357118786458867
241,0.0006505867498309828,-0.0025228815383653213,0.0037716495587854426,-0.0027542800141007054
242,-0.0006458176425792112,-0.003612291618598428,-7.36465808190067e-05,0.0008219058372308809
243,0.008474096933740037,0.0011659284265621802,0.004261229722023782,0.006253698781063893
244,-0.001597559326329683,-0.0013238798191344027,-0.00105518645599251,0.0012763964385248095
245,0.0015515281560608172,0.0018530451666102649,0.007600632582634791,0.0025828673966015736
246,0.0009783101050235543,0.00380814527067184,-0.005908366271547925,0.0024560290590819388
247,0.003048380840547829,-0.0006178403822931213,0.004270460544574603,0.011659466425090312
248,0.0036723350099231358,0.0013465065032556027,8.65606805912446e-05,0.0016188897525692195
249,0.0008170153880711673,-0.0035844173678842013,0.0024376111416866703,-0.0033272342327220765
250,0.005051208588607222,0.005878976485559748,0.0014287056623783533,0.0011708283278390108
251,-0.004255109092335795,-0.0022106361737362083,0.0030157924184348933,0.0007869912179100135
252,-0.00408355230889479,0.0009115350187959862,0.003076570975161391,-0.004593201225014028
253,-0.00065461072466494,0.0007497785090757049,0.004522785167752501,0.00013648682787071204
254,0.0006876803522315984,-0.00473956829162116,-0.0007403908497788011,0.0017191116790508112
255,0.004996441363050327,0.0008290220925212837,0.003319394498053567,-0.007795267894342576
256,0.0023661797281293315,0.002244272444192132,0.00206686048914669,0.00239330139218024
257,0.002044655835774779,0.0050513427311552365,-0.0013140992730648776,-0.002345580119251966
258,0.0010385510042933458,0.004160814287624129,-0.0013015011192198055,-0.0015295770839064326
259,-0.002715711026089696,0.0020457501417972,0.0011657676297619254,-0.0038592466406904852
260,0.0027526217437680227,0.00037674885209046155,4.676420068575087e-05,0.0028005371146671188
261,-0.000373728147136211,0.003211130180920391,0.0030232909303484963,0.0025675042194620106
262,0.0004443654605835477,0.0005885891915866675,-0.0018915896543920182,-0.003544829114992677
263,-0.006705577737790588,0.0014905159311701217,0.0023035089641046716,-0.0037814192938950557
264,0.002103018851658852,0.0067513735242528536,0.002046294483209272,-0.003157723923094272
265,-0.0038952672580800244,0.0014572967646351834,0.0058869279091817535,0.001166836264199206
266,0.001295454585923096,-0.002872321328779977,0.000542056580345104,0.0018037804874405947
267,-0.0007760085198781646,-0.002496754615707702,0.0036574509701966158,0.0010074911093830492
268,0.002067680332744636,-0.0014635318539347577,-0.0026057149418337116,0.0022439848512820918
269,-0.0052954586635369245,-0.0012891194708150478,-0.0032553315044070576,-0.003952775601199477
270,0.00595895170280148,0.00820724333240355,0.0016209935335197998,-0.004032839296245332
271,0.0024138213535780865,0.0024607218196082766,0.009025464941456778,-0.005160027082971244
272,0.0078275976137223,0.002840639371982986,0.00470333367059084,-0.0023644844607490314
273,0.0014507205841765552,0.005649356606270563,0.005378030660246335,-0.00102199703719588
274,0.0011523628485218974,-0.0011345547182354553,0.0032787526742489026,0.0010476338898439796
275,0.00020190040927958378,-0.002689450747523666,0.0013574342624193328,-0.000529953944479651
276,-0.0008402374892008828,0.0040963430847670715,0.001265922071383323,0.0015800445307884597
277,-0.0005437418175735905,-0.004905405183473971,0.0006346286443219894,0.00015923593570558404
278,-0.00275566131798509,-0.0006816059749359466,0.0026273944278631224,0.005693429446921852
279,0.001510766554033972,-0.00017617872773728691,-0.0003598108806983809,0.0014219092765656491
280,-0.0049979294403568915,0.0036217514656657407,-0.0028011940385968114,-0.0005923501891280941
281,0.0037788525518523703,0.0006574418895914975,-0.0020397494417193395,-0.0036410874420293024
282,-0.001238005124367965,-0.0012723992357271917,-0.002961905239300863,0.0010710116500028668
283,0.0001880950485685008,-0.003033767503268596,0.0031338190652047816,-0.0021446237725569355
284,0.0014791562749302439,0.0006084577175212611,-0.0024388116603178056,-0.004896063387665889
285,-0.0017877211602660614,-0.006592764119035423,-0.0007775056463516566,0.0019150643130534993
286,-0.004980384416811803,0.0002504484507361586,0.005447829161670893,0.0013341039570782336
287,0.002582098950929581,-0.002582241317530599,0.0025287376761799806,-0.0024234456969654664
288,-0.005647368084526478,0.0005623007790809874,0.0045964470039782344,-0.0008840207145051872
289,0.002239813386588774,-0.0015904301498052833,0.0033111967162616314,-0.00037457083285352086
290,-0.006290288708135578,0.0007275561628110262,0.0002962650311375509,-0.002650445538761653
291,-0.0011545653708814473,0.0032315481885038123,-0.001642633765090998,-0.007411474716069967
292,-0.0014037941659659936,0.004549529797605092,0.0011534664439362494,0.002871070762855522
293,-3.905994812739788e-05,-0.0012222805056978513,-0.0027431826134869473,-0.0013428344362942303
294,-0.00044889277064868104,0.0005013009408505231,0.005694029539330223,0.005769688449907218
295,-0.003577942374762581,0.00028992155426379757,-0.0007629832408985332,-0.0028516915714840874
296,0.00018062666143697727,0.0014839109706750436,-0.0017921274817042827,-0.00021713524824969017
297,-0.001741483557656832,-0.002057601923887625,-0.002030279690156408,0.004963412555997499
298,0.0034167692634660663,0.0028785565702572785,0.00031384591539032787,0.0014342499827727476
299,-0.003833581839439593,-0.0016951745266164326,-0.0009210558567535599,-0.0010808820908240267
300,-0.0018824240196745117,-0.00502438377942952,-0.0013678410808779767,-0.000847793873485887
301,0.004871253631464231,-0.0006176370057582046,0.002038797154049474,-0.005029427894506885
302,-0.005105620521139953,0.00429807134592039,5.993455573719831e-05,0.0024674989152969795
303,-0.004686385803283957,-0.0010482373698783801,-0.001787586248694765,-0.0009677906687324371
304,-0.00353535934763232,0.0024289231341982596,0.003982223529732084,0.001316246082677561
305,0.005731756429092744,0.0024740128048624816,-0.0038467058499812357,0.002857765860715573
306,-0.005464317355367233,-0.0001430226697007891,2.0666770534747212e-05,0.001637889571228643
307,0.0006594190928551273,-0.001431172255300811,-0.009148704886129346,0.0028330574426607452
308,-0.006675822033428037,0.0005070002119745302,-0.0014813254716968048,0.00027662192963500966
309,0.0013831950452550179,0.002293343857514596,0.0022926676409634186,0.005439663729045733
310,-0.00032995409611704117,-0.004645177475646162,-0.003648219309918415,0.0012501342464455376
311,-0.0033471892331834578,-0.0037603650996843644,0.0020609873908460875,-0.006331095181847793
312,-0.0038110345144218797,-0.0022823243522751167,0.0025248797447207758,-0.0008379536834083874
313,0.0015072306831303169,-0.0001587161533293182,-0.003078337079184886,-0.0010497121323187779
314,-0.0007945648531330037,-0.003952127150704072,0.0017085301405366847,-0.0004922120107323595
315,-0.002261272605263245,-0.000331150754342539,0.0059838158003544415,-0.0029037758014185872
316,0.0007683465743361903,0.0010236363557280495,0.004888039503212529,0.002220034884389885
317,0.004031752208627989,0.002312318339114252,0.0051573893541103765,-0.0015540118982834588
318,-0.0008380618744342616,0.0018561728767166898,0.005959365610086522,0.001091135508769036
319,0.0023479267964182982,7.281083811759765e-05,0.0009787602331207679,-0.001296446638280619
320,0.0006082401900524286,0.0006549392655061872,0.0010817636472957514,0.0050791989740631305
321,-0.001468766259521118,-0.0015488570243177922,0.0014579076800053839,-0.003036796025125544
322,-0.0024221165252871217,0.00029087396362368283,0.0020304412192514985,-0.003596602765947301
323,-0.004407849939949874,0.004171194095374675,0.00018369103860691382,7.319783323042522e-05
324,0.005066068719249412,0.003272663971555227,0.0019432129773422197,-0.003104140674470181
325,0.0018896821961315938,0.004187195186365158,-0.0010951539079024164,0.0026157886547364465
326,0.00033187917208945855,0.005136456463748396,0.003635134034025183,-0.0006962519249848685
327,-0.002584584683787158,-0.006433036462006306,0.004923755980251921,-0.009276929607103163
328,0.00046885853799032845,-0.0029595609278451965,-0.003258846097566558,-0.0012813062203938215
