permutation_index,reserve_primary_partial_null,reserve_primary_D_unbiased_partial_null,reserve_background_partial_null,reserve_background_D_unbiased_partial_null
192,0.02232613167964524,0.0221875204376548,0.0028474100015693127,0.0026969112174640257
193,0.08934286722472314,0.08963816426170812,0.03521602788247361,0.035400196214560364
194,0.07774315460014371,0.07767106360196756,0.04638124699887552,0.046059452741679295
195,0.0801157293999934,0.07977616492989109,0.10200556104315588,0.10228394487229414
196,0.0015273063446324753,0.001295956550117224,0.032668563260444344,0.03250174284696908
197,0.0030300937187243636,0.002882429786244895,-0.0750839202217282,-0.07502040487293705
198,-0.007503530558818342,-0.007909812244876037,0.020259817324382343,0.021126162053696884
199,0.022012696386126667,0.022128567086982402,0.003645082421021392,0.0038518047757217368
200,-0.010406561892761602,-0.01086995085546632,0.015069292510794004,0.0151609176267375
201,-0.01278935476570553,-0.013060215392652641,0.038791363862143824,0.03899969718316725
202,0.09128919363749918,0.0909702171456321,-0.011527519730980325,-0.010937029843191415
203,0.011784647579162102,0.012159228176113538,0.09079595987320964,0.09060180348270676
204,-0.0028743625934083434,-0.004109442887213774,0.023988748287618645,0.02482919051261687
205,0.11878968371663898,0.11871270490991494,-0.03627274080176394,-0.03652329917266219
206,0.04584282070160366,0.04559463157910882,0.038420372265035786,0.03831891657849753
207,-0.03655629234186614,-0.03646318665504667,-0.03880332433687616,-0.038486056713235614
208,0.03544316626325407,0.035707580804158874,0.03847998712394582,0.038775507757559224
209,-0.004379265530661407,-0.004138412418620791,-0.12209938917998665,-0.12186705436323242
210,-0.009922581016615712,-0.009451890809549036,0.05026781084721243,0.0501469081274974
211,0.0232440845124999,0.023619345683911316,0.012904286473690177,0.013003100669402076
212,-0.004971774675527609,-0.004503350445236127,-0.006872321987795042,-0.007268220599271961
213,0.05954901245255935,0.05957891898862185,0.017946263345214156,0.017440471745445177
214,0.010435561186251512,0.010809914851970928,-0.023644472982375233,-0.024394312634775962
215,0.057714417532880084,0.057641006000649954,0.04358095014269588,0.04351408070247162
216,-0.07001780475223301,-0.07022381055580335,0.0029799188371381824,0.002529240473583298
217,0.05644773118764628,0.05656207661470721,0.03105101916669016,0.03096878276887627
218,-0.07803003156544758,-0.0785485748132966,0.00510257362395139,0.005309264823309254
219,-0.05435796580414246,-0.05466989321404302,-0.029096483881598245,-0.029288745893041448
220,-0.03459218292578441,-0.03441942667600048,0.020694619893914384,0.020524546905868767
221,-0.09359438709401843,-0.09332410298915782,-0.03502060481597059,-0.0351276352771158
222,0.004325353187010168,0.004381846953537578,-0.024170339836385935,-0.0238884804917717
223,0.02037007348978341,0.020219475931888067,-0.035062871108251334,-0.03558442935333898
224,0.01791815932315069,0.01814872967811264,0.04052038177816432,0.04010498829912021
225,-0.023749146045015004,-0.023956964980230772,-0.003333790244204541,-0.0036919475254054896
226,0.0761539790951661,0.07645074975794398,-0.022824688963935774,-0.022348209660685216
227,0.04091015655063406,0.040950937599116465,0.06340401681957694,0.06344372499748298
228,0.07284980628687579,0.07307391219792926,0.07293352439141043,0.07341785773012845
229,-0.015456481376016854,-0.01541942633653311,0.0231680675645615,0.02338313809216042
230,0.062129654943211765,0.06274318471330942,-0.03847829731252959,-0.038780788324272404
231,-0.009968019977227157,-0.009588185990982191,0.06960301848242699,0.06960692772606665
232,0.015253627656174934,0.015376595323691563,0.07935118734633119,0.07952404611874755
233,0.017962795088741615,0.018643820328664563,-0.011617795638368292,-0.011225087577074619
234,-0.02534137927033108,-0.02569928257180105,-0.06729810929340513,-0.06729792420077922
235,0.01462872642747805,0.015314655604988682,0.08558000827777808,0.08531313292123649
236,0.032646927791733005,0.03231963283611969,-0.013385909541658162,-0.014026947050032493
237,0.038147209959244414,0.03797892665746265,-0.01143635316012616,-0.011489200465992529
238,0.019421010099871766,0.019215837881576367,0.003643849371188813,0.003438770534459693
239,0.003414555741758723,0.002949312746641372,0.03078505719681492,0.030502634980477443
240,-0.033390042815519966,-0.0329047813365803,0.10635101984410665,0.10645223750328248
241,-0.02838195369697006,-0.028477330882135114,-0.07223635958316499,-0.07172843963666801
242,-0.014603186621531242,-0.015036597371643059,-0.0658891126375692,-0.06580770645298896
243,0.009170035183360148,0.009724488288513893,-0.06359090470311589,-0.0630961585638837
244,-0.008735650412596517,-0.008642813834921532,0.08491014874384449,0.08471836785543978
245,0.0518359625387733,0.05201622339718118,-0.029872485009189532,-0.030385657278009407
246,-0.04428843600698995,-0.043980399381609116,0.019773171664771983,0.019993687844818635
247,0.06739826322441611,0.06788766929924415,-0.003243811741103101,-0.003256194652377693
248,0.05227140248088339,0.05216053716851049,0.07716533602630882,0.07753025200308106
249,-0.010838299162766919,-0.010888035865822942,-0.039838537272642326,-0.03979505813627036
250,0.03136161592478134,0.03213565879688599,-0.013506768138816216,-0.013734469132570074
251,-0.04881659025591787,-0.0486098018176077,-0.08094995710844846,-0.0811876366144677
252,0.07298758571573756,0.07358992604174433,0.044837526913719915,0.044313007545288
253,0.022324805088805324,0.022130802002675226,-0.02030451792858449,-0.020447754257857453
254,0.011400312961734866,0.011235309965013597,-0.052687540303115385,-0.052902956976053926
255,-0.05368948610270987,-0.05390266728949129,0.019638254632930584,0.02029627276448174
256,0.0221075201093548,0.022482055984045863,-0.03754319999973634,-0.03713801187242454
257,-0.04306427192224647,-0.043543479106369055,-0.011575201267432202,-0.012340193350591474
258,-0.04030870956614862,-0.040501577084849874,-0.03983959206230218,-0.03962758212342916
259,-0.02340960441714587,-0.022551591065960448,0.08736470962322805,0.08719225354991822
260,0.0720715685320443,0.07167877652011621,-0.08340056805480159,-0.08340886626833471
261,0.03932737211802593,0.03966742365141679,0.027509183740029478,0.027090752363620206
262,-0.004670560825423711,-0.0042952642423158775,-0.022985088205669354,-0.02299147027668559
263,-0.04475658209646211,-0.04506661135841537,-0.029872947449659168,-0.030382448269791543
264,0.028571338475722883,0.028995717261267952,0.009519331605539616,0.008995928764455973
265,-0.047954726899372864,-0.047722500090325894,0.12061190395190138,0.12014334518811333
266,0.06248444706215266,0.06219757331299773,0.03511352214691268,0.034141149951358384
267,0.11728205770268223,0.11698322639341736,0.009642991488976396,0.008903816961418187
268,-0.020208390173972402,-0.020506931923377644,0.007289193260440235,0.007493306142355232
269,-0.01839450344701183,-0.01869301628108075,0.004012322622660724,0.0033536371891913254
270,0.005275482402395168,0.004555794826981636,0.014077634399524376,0.014262347892394764
271,-0.024560210072998735,-0.023887592605034574,-0.03508779167277505,-0.03483296784142925
272,0.062253547699501054,0.06255818228389114,0.0316724035020496,0.031295722046902334
273,-0.054423421721091075,-0.05437651464799397,-0.0012617156966734473,-0.0013467147065100238
274,-0.09052078240321154,-0.09048559729613602,-0.08247295893356973,-0.08328331353312035
275,0.009301869922573335,0.009520310478855853,-0.010389870673542741,-0.01006296287416975
276,-0.07219270864132782,-0.07212320774757991,0.03084179825534538,0.03065405842147114
277,0.041427724781118384,0.04165079186503906,0.0747270494723606,0.07439246317020706
278,-0.10194831022783883,-0.10188391315909855,-0.010386860880392602,-0.010492678772467798
279,0.07872034789489929,0.07949206686750969,-0.04451256017696312,-0.044862702985439026
280,0.012517242643837096,0.01296152711286793,0.01626776026314149,0.01648437110635249
281,-0.007563575331745932,-0.007060587202077543,-0.009146808842125547,-0.009028638084325316
282,-0.010383483250938292,-0.010473883451800177,-0.05602829044191936,-0.0562011891291928
283,-0.09693329817562252,-0.09632261118868585,0.05209445269453593,0.051664770242236036
284,0.06438245199512199,0.06527128472638832,-0.03616767889821452,-0.03650816273772055
285,-0.005149218209252305,-0.005139102628287716,-0.1018884231076465,-0.1021645039410036
286,0.040317455053439206,0.04030485312938123,0.03704122015158958,0.03645541762922439
287,-0.004394141832273793,-0.004254846012655335,-0.012776733301280034,-0.01271502916341999
288,-0.004701116625538021,-0.004876928338903742,-0.0011938413316762032,-0.001361536941140718
289,0.04463790692721294,0.044751398012601445,-0.009052094592787904,-0.00920517797061654
290,-0.005718051945250758,-0.005545984529400701,-0.051625369929304527,-0.051387484513036395
291,-0.04424248320744504,-0.04464004701077716,-0.03564913265862424,-0.03593966946859472
292,0.08552656655510196,0.08567501137722602,-0.018289519229791867,-0.018208350849289987
293,-0.05734375027516754,-0.056979497764882016,0.06479474917528928,0.06484002299446705
294,-0.01852219524197843,-0.017367190562064892,0.01983194330000965,0.02012452905750572
295,-0.02037839689281044,-0.019883715107053387,-0.019892644130548004,-0.02053577766403394
296,0.07753818820571619,0.0783296826452169,0.07146543044676673,0.07179237719466862
297,-0.05100311769606796,-0.05126957629801053,0.1037075648815007,0.10387545403701576
298,-0.013816441557248248,-0.013699067265929994,0.02127848840734025,0.021074353992820927
299,0.03083354271092082,0.030961049844058383,-0.01192334992550492,-0.011661447330612437
300,0.0525053762025489,0.052417870598423996,-0.05293107357538496,-0.05310011078252534
301,0.015518271817948038,0.015332491445230164,-0.03888487802991356,-0.03927632426742459
302,0.01615422914531423,0.01588200214279246,0.053967604616302754,0.05369796239972786
303,0.11812119482221144,0.11753450296758025,0.040288980100880875,0.04060354537334708
304,-0.026829813610537236,-0.02687806903057042,0.004881859634060115,0.00579583080138114
305,0.005818859182728709,0.0060276097800085375,-0.04117126672477613,-0.040966958908875806
306,0.06923315998452659,0.06887255120532686,-0.13261578054264844,-0.13239579917266792
307,-0.06089181926448711,-0.06101584904680891,0.007916688661512858,0.008364732330502563
308,0.09114889593654836,0.09080617168657537,-0.042952306130349345,-0.04272562499758932
309,-0.06577530575882959,-0.06553100077315316,0.033772135126921336,0.033275032980098485
310,0.04553142164106482,0.04552776188903448,0.045810182414395634,0.045879886175514646
311,-0.03768911664337075,-0.03733122229394612,-0.07399577138433298,-0.07400262206410978
312,0.04310866291448729,0.04334755383415382,-0.14937412693652816,-0.14939788519700886
313,-0.08936371540018913,-0.08960822163658967,-0.030546210223362045,-0.030209347007895345
314,0.01759788696606936,0.01773174596587909,0.04272671797878611,0.043499567097038616
315,0.01346573156671503,0.014073445477954999,-0.010270404579816539,-0.010282587922024845
316,0.014009227055148664,0.01446339805335644,-0.03804473682868035,-0.038254395086814615
317,-0.010835480437572494,-0.011081950257250742,-0.06504487836191472,-0.06493595635557563
318,0.0031771641859176473,0.003126798802685282,0.039209218114009854,0.04018883032137761
319,0.025822269220315865,0.025616738616693988,-0.0017576458972463113,-0.0019016015515223336
320,0.00614679446036955,0.006762418400408872,0.06018923050599019,0.05969026336711807
321,-0.04338882089969489,-0.0425996838481168,-0.03532229300839926,-0.03463406371714424
322,0.024382661182979274,0.023935597193589724,0.004536184061406777,0.004933710174107146
323,0.0649820427282861,0.06474992333342738,-0.06336114615122755,-0.06306820900603428
324,-0.001484596693977134,-0.001071800661169341,-0.043889314215636716,-0.04372462932679576
325,0.014102260820169129,0.014035625449917507,0.11054222081368974,0.1110149999335284
326,-0.015723573934390084,-0.015303319972731204,0.028463472908156456,0.02930912250888313
327,-0.026849038810244506,-0.026677453234857127,0.01883561166355517,0.019591694179479327
328,-0.015447960209743294,-0.01506428299343287,0.1099600505107193,0.10906786689761301
329,0.008334197140065227,0.008781114245248103,-0.018207963773096848,-0.01830525542454294
330,-0.0026722791149688175,-0.0033044818357740404,0.0642000112524541,0.06408885455967894
331,-0.015481254838877467,-0.015578263920438117,0.017795909926339087,0.017527982910521288
332,0.06055236834473742,0.0605258644579965,-0.0749081010567946,-0.07483445848750456
333,0.023182336281141757,0.023117312058947553,-0.049504555820732134,-0.049335152760047914
334,0.03380876870313856,0.03464197285247245,0.05610421697567317,0.05571183156470684
335,-0.06032655310542323,-0.060320778601698495,-0.025173687062953903,-0.025550436519444785
336,-0.0023761688180245163,-0.0022885831195172375,0.02407195002242563,0.024604157643484673
337,-0.028575061564256495,-0.028305628099950002,-0.10092959405744803,-0.10056146409722977
338,-0.0882276746896483,-0.08833655325539551,-0.14142121686252804,-0.14135852040641178
339,0.04080428039495928,0.040997413610103804,-0.015372770342258864,-0.015486882523131648
340,-0.02637146863775509,-0.02617166003831762,-0.025515063914963616,-0.024931986603150165
341,-0.022126722051271024,-0.02235629554670193,-0.0513266692560385,-0.051639594150840705
342,0.07576628496207241,0.07505121362768477,0.04386400768794369,0.04399555712237636
343,0.08337570555267391,0.08279361749576375,0.05279158766229613,0.05274128086971396
344,0.04356400060275985,0.04378838049014857,0.07416835542732937,0.07398425845740841
