permutation_index,mean_rho,subset,metric
59,0.006016012266869158,second_ge_0.10,primary
60,-0.007572774024089566,second_ge_0.10,primary
61,0.0011462275801166688,second_ge_0.10,primary
62,0.009972705246785207,second_ge_0.10,primary
63,-0.0006348230664316316,second_ge_0.10,primary
64,0.00511214777750414,second_ge_0.10,primary
65,0.0006881208726945778,second_ge_0.10,primary
66,0.006441936209801693,second_ge_0.10,primary
67,0.0013248213684357944,second_ge_0.10,primary
68,-0.0003191813689620806,second_ge_0.10,primary
69,-0.0008760104254067498,second_ge_0.10,primary
70,0.003951732166477353,second_ge_0.10,primary
71,0.0020711358061194793,second_ge_0.10,primary
72,1.8821110678059675e-05,second_ge_0.10,primary
73,0.0003737793409809021,second_ge_0.10,primary
74,0.0038161733231537693,second_ge_0.10,primary
75,8.199318239228598e-05,second_ge_0.10,primary
76,-0.006285982074519629,second_ge_0.10,primary
77,-0.0027482324171889698,second_ge_0.10,primary
78,0.0025071933000172745,second_ge_0.10,primary
79,0.001955860111515533,second_ge_0.10,primary
80,0.0003482647810466375,second_ge_0.10,primary
81,0.004812459908490253,second_ge_0.10,primary
82,0.0008563208315706955,second_ge_0.10,primary
83,0.005484216164470076,second_ge_0.10,primary
84,0.0077069026436534255,second_ge_0.10,primary
85,0.005202675351621919,second_ge_0.10,primary
86,-0.0016994142806536629,second_ge_0.10,primary
87,-0.0058350855193353675,second_ge_0.10,primary
88,-0.0001535594236197001,second_ge_0.10,primary
89,-0.005477240713438529,second_ge_0.10,primary
90,-0.0027946008978181093,second_ge_0.10,primary
91,0.00038829760598316904,second_ge_0.10,primary
92,-0.002810620933575921,second_ge_0.10,primary
93,0.005372216588083867,second_ge_0.10,primary
94,-0.0011367631186789031,second_ge_0.10,primary
95,-0.005359745192103387,second_ge_0.10,primary
96,-0.004043285751536658,second_ge_0.10,primary
97,-0.0027680881269444356,second_ge_0.10,primary
98,0.0064949756298351815,second_ge_0.10,primary
99,-0.005811570911186013,second_ge_0.10,primary
100,0.0039373632489020614,second_ge_0.10,primary
101,0.008081434240730004,second_ge_0.10,primary
102,0.005090248196345676,second_ge_0.10,primary
103,-0.010350467319768668,second_ge_0.10,primary
104,0.009040632607541194,second_ge_0.10,primary
105,0.0028660016859254267,second_ge_0.10,primary
106,-0.0036850871385016386,second_ge_0.10,primary
107,0.00046375560210532956,second_ge_0.10,primary
108,0.0009178585268537342,second_ge_0.10,primary
109,-0.0026344337514982315,second_ge_0.10,primary
110,-0.003565167428937564,second_ge_0.10,primary
111,0.00023018136737181427,second_ge_0.10,primary
112,-0.0021264666830823065,second_ge_0.10,primary
113,-0.0063941381419565955,second_ge_0.10,primary
114,-0.003458175469470579,second_ge_0.10,primary
115,-0.002632587167388841,second_ge_0.10,primary
116,0.00026869640867676855,second_ge_0.10,primary
117,0.003585319157404449,second_ge_0.10,primary
118,0.0031204220755722146,second_ge_0.10,primary
119,0.0067356747531637715,second_ge_0.10,primary
120,-0.002994135176771224,second_ge_0.10,primary
121,0.0010236861120967765,second_ge_0.10,primary
122,-0.004225017744717906,second_ge_0.10,primary
123,0.0038409900472432734,second_ge_0.10,primary
124,-0.006274155898165314,second_ge_0.10,primary
125,-0.003160435606155992,second_ge_0.10,primary
126,0.0024171634569100627,second_ge_0.10,primary
127,-0.000625756979948136,second_ge_0.10,primary
128,0.0022935279056596116,second_ge_0.10,primary
129,0.008085151472999428,second_ge_0.10,primary
130,-0.003950670038353858,second_ge_0.10,primary
131,-0.0034887075933309943,second_ge_0.10,primary
132,0.0017971041185326536,second_ge_0.10,primary
133,-0.0075294900035039105,second_ge_0.10,primary
134,-0.0033105608669208634,second_ge_0.10,primary
135,0.009349462253238107,second_ge_0.10,primary
136,0.006143859651358586,second_ge_0.10,primary
137,0.005282889099489607,second_ge_0.10,primary
138,0.002924908861021824,second_ge_0.10,primary
139,-0.004046530668375562,second_ge_0.10,primary
140,-0.0003757642226260419,second_ge_0.10,primary
141,0.0003768206208051335,second_ge_0.10,primary
142,-0.009115619741647844,second_ge_0.10,primary
143,-0.006828540814517783,second_ge_0.10,primary
144,-0.0045549953964493335,second_ge_0.10,primary
145,0.002437225608159305,second_ge_0.10,primary
146,-0.0051878476743078055,second_ge_0.10,primary
147,0.005662612522449182,second_ge_0.10,primary
148,0.0004067683880582035,second_ge_0.10,primary
149,0.0031501247195033963,second_ge_0.10,primary
150,0.0007835446612205166,second_ge_0.10,primary
151,-0.0031607885623189977,second_ge_0.10,primary
152,0.0013822687353242133,second_ge_0.10,primary
153,-0.0024235390333323193,second_ge_0.10,primary
154,0.006546258659373788,second_ge_0.10,primary
155,0.007386499013283948,second_ge_0.10,primary
156,-0.007622339322325813,second_ge_0.10,primary
157,-0.005826913890215287,second_ge_0.10,primary
158,0.007220638913503762,second_ge_0.10,primary
159,0.004767295255686553,second_ge_0.10,primary
160,-0.0023279150528213687,second_ge_0.10,primary
161,-0.005032680825700455,second_ge_0.10,primary
162,0.0024214851204423945,second_ge_0.10,primary
163,-0.008056130544491776,second_ge_0.10,primary
164,-0.001979537669363954,second_ge_0.10,primary
165,0.001188489020806429,second_ge_0.10,primary
166,-0.0025309246240322572,second_ge_0.10,primary
167,-0.009849629757322556,second_ge_0.10,primary
168,-0.001124313335919878,second_ge_0.10,primary
169,-0.003234684150084915,second_ge_0.10,primary
170,-0.008318097314998853,second_ge_0.10,primary
171,-0.002424121210815712,second_ge_0.10,primary
172,-0.001720308522865655,second_ge_0.10,primary
173,0.0037752608462673035,second_ge_0.10,primary
174,-0.003542840895641577,second_ge_0.10,primary
175,0.005643795263599585,second_ge_0.10,primary
176,0.003088985096070495,second_ge_0.10,primary
177,-0.005367930640909049,second_ge_0.10,primary
178,-0.004100697159543999,second_ge_0.10,primary
179,-0.007188805833467091,second_ge_0.10,primary
180,-0.0021464689460014884,second_ge_0.10,primary
181,0.0045345161263972795,second_ge_0.10,primary
182,0.001021352741977684,second_ge_0.10,primary
183,0.0015619278905366582,second_ge_0.10,primary
184,-8.915506555094793e-05,second_ge_0.10,primary
185,0.0049059624917573656,second_ge_0.10,primary
186,-0.005186100748350162,second_ge_0.10,primary
187,0.000794900348183031,second_ge_0.10,primary
188,0.003479923803685941,second_ge_0.10,primary
189,0.00887313245267815,second_ge_0.10,primary
190,0.010909275487662143,second_ge_0.10,primary
191,-0.001809099539436831,second_ge_0.10,primary
192,0.0029904413143244718,second_ge_0.10,primary
193,0.004131487052408248,second_ge_0.10,primary
194,0.014036216820711083,second_ge_0.10,primary
195,0.0027177010580149586,second_ge_0.10,primary
196,0.005802761719901575,second_ge_0.10,primary
197,-0.005493861141644269,second_ge_0.10,primary
198,-0.005048631521558714,second_ge_0.10,primary
199,0.004569817132573072,second_ge_0.10,primary
200,-0.0001281207514289264,second_ge_0.10,primary
201,0.002712363817999307,second_ge_0.10,primary
202,-0.001822990148388639,second_ge_0.10,primary
203,0.0009028605252061595,second_ge_0.10,primary
204,0.005405952904139222,second_ge_0.10,primary
205,0.012058695106516039,second_ge_0.10,primary
206,0.003998831994142974,second_ge_0.10,primary
207,-0.004373466563001399,second_ge_0.10,primary
208,-0.0033850016815140517,second_ge_0.10,primary
209,0.005212909983572054,second_ge_0.10,primary
210,-0.0053294980396746735,second_ge_0.10,primary
211,0.0011402926641743566,second_ge_0.10,primary
212,-0.0024733513066430516,second_ge_0.10,primary
213,0.0050851711012088515,second_ge_0.10,primary
214,-0.0019336047779822277,second_ge_0.10,primary
215,0.00611812067207356,second_ge_0.10,primary
216,0.0037076922995058484,second_ge_0.10,primary
217,-0.001615320932355336,second_ge_0.10,primary
218,-0.00874192754801282,second_ge_0.10,primary
219,-0.0022770825907643204,second_ge_0.10,primary
220,-0.006756821213837102,second_ge_0.10,primary
221,-0.009068978108888738,second_ge_0.10,primary
222,-0.0014968772801830963,second_ge_0.10,primary
223,-0.003470408739251799,second_ge_0.10,primary
224,0.0005346565709612669,second_ge_0.10,primary
225,-0.004971212890261265,second_ge_0.10,primary
226,0.0026657103865048003,second_ge_0.10,primary
227,-0.0022170808708081827,second_ge_0.10,primary
228,-0.0033846983415273773,second_ge_0.10,primary
229,0.002653120151880827,second_ge_0.10,primary
230,0.006991106273895528,second_ge_0.10,primary
231,0.0035556745388502452,second_ge_0.10,primary
232,0.0009748300389749639,second_ge_0.10,primary
233,0.0018804745001746062,second_ge_0.10,primary
234,-0.003284152040109257,second_ge_0.10,primary
235,-0.004093677801068997,second_ge_0.10,primary
236,-0.0005294749835011235,second_ge_0.10,primary
237,0.003106348418584014,second_ge_0.10,primary
238,0.0011548741810417718,second_ge_0.10,primary
239,-0.0070726126689258095,second_ge_0.10,primary
240,-0.00682172474701223,second_ge_0.10,primary
241,-0.0031200386811796673,second_ge_0.10,primary
242,-0.005005013615983481,second_ge_0.10,primary
243,0.0061317741656485465,second_ge_0.10,primary
244,-0.0056893172198401185,second_ge_0.10,primary
245,0.0038028145986635756,second_ge_0.10,primary
246,-0.0038084967481217557,second_ge_0.10,primary
247,0.011411856095851115,second_ge_0.10,primary
248,0.001633026433946781,second_ge_0.10,primary
249,-0.0009907516316278134,second_ge_0.10,primary
250,0.006268940360856891,second_ge_0.10,primary
251,-0.007945988512936543,second_ge_0.10,primary
252,-0.0015353484061457492,second_ge_0.10,primary
253,-0.002792935089709962,second_ge_0.10,primary
254,0.004521684640136123,second_ge_0.10,primary
255,0.003844802742087494,second_ge_0.10,primary
256,0.0026256293168176324,second_ge_0.10,primary
257,0.001951186268284529,second_ge_0.10,primary
258,0.0015474879241822415,second_ge_0.10,primary
259,-0.0036631315605564485,second_ge_0.10,primary
260,0.008765220460540464,second_ge_0.10,primary
261,0.0018688564051338133,second_ge_0.10,primary
262,-0.0014867278383303808,second_ge_0.10,primary
263,-0.008089378111466,second_ge_0.10,primary
264,-0.0022254074165419017,second_ge_0.10,primary
265,-0.002778694872022564,second_ge_0.10,primary
266,0.006571488736074839,second_ge_0.10,primary
267,0.003200628791082727,second_ge_0.10,primary
268,0.001977268088142012,second_ge_0.10,primary
269,-0.011534149789411547,second_ge_0.10,primary
270,0.006615633473153205,second_ge_0.10,primary
271,0.004088362279680733,second_ge_0.10,primary
272,0.007389179347086555,second_ge_0.10,primary
273,0.006171730705847634,second_ge_0.10,primary
274,-0.0026010076852834908,second_ge_0.10,primary
275,0.0010791374006962663,second_ge_0.10,primary
276,0.004277401318017518,second_ge_0.10,primary
277,0.0001001197967010774,second_ge_0.10,primary
278,-0.009890812237776579,second_ge_0.10,primary
279,0.010351147775984974,second_ge_0.10,primary
280,-0.005975397625440832,second_ge_0.10,primary
281,0.0048108383870217025,second_ge_0.10,primary
282,-0.0031547483215357266,second_ge_0.10,primary
283,-0.005209836706252226,second_ge_0.10,primary
284,0.007887925068227875,second_ge_0.10,primary
285,0.0020149725205827937,second_ge_0.10,primary
286,-0.004950818923122422,second_ge_0.10,primary
287,0.002297395139951241,second_ge_0.10,primary
288,-0.010488967061106061,second_ge_0.10,primary
289,0.0077013529907331325,second_ge_0.10,primary
290,-0.004884526855104259,second_ge_0.10,primary
291,-0.004192561368073681,second_ge_0.10,primary
292,0.00249738845157842,second_ge_0.10,primary
293,0.0018175606543369143,second_ge_0.10,primary
294,-0.0019085515433465627,second_ge_0.10,primary
295,-0.0056570057560645,second_ge_0.10,primary
296,0.006522702211183207,second_ge_0.10,primary
297,-0.0021814837484862726,second_ge_0.10,primary
298,0.0006426633925689422,second_ge_0.10,primary
299,-0.00735214691131634,second_ge_0.10,primary
300,0.0004774639273564754,second_ge_0.10,primary
301,0.0039053049338657764,second_ge_0.10,primary
302,-0.008287967437957048,second_ge_0.10,primary
303,-0.0013893662304633545,second_ge_0.10,primary
304,-0.004178251965099339,second_ge_0.10,primary
305,0.005363747232492657,second_ge_0.10,primary
306,-0.007365822819687124,second_ge_0.10,primary
307,-0.0055131782980931965,second_ge_0.10,primary
308,-0.008227949040225679,second_ge_0.10,primary
309,-0.00357392701292018,second_ge_0.10,primary
310,0.0019306188049428234,second_ge_0.10,primary
311,-0.0020131253922681786,second_ge_0.10,primary
312,-0.0032191218585066617,second_ge_0.10,primary
313,-0.0017288783908492263,second_ge_0.10,primary
314,0.002110288682197735,second_ge_0.10,primary
315,0.0001280856658357538,second_ge_0.10,primary
316,-0.004359152814691252,second_ge_0.10,primary
317,0.0042043945999554735,second_ge_0.10,primary
318,-0.0011940242187961966,second_ge_0.10,primary
319,0.0029103335065700253,second_ge_0.10,primary
320,8.335078068161627e-05,second_ge_0.10,primary
321,-0.003532677431034872,second_ge_0.10,primary
322,-0.00019612094151355862,second_ge_0.10,primary
323,-0.0010594074984055654,second_ge_0.10,primary
324,0.010657064898189352,second_ge_0.10,primary
325,0.0011868021299187384,second_ge_0.10,primary
326,-0.002153528430165488,second_ge_0.10,primary
327,-0.0031606999461386066,second_ge_0.10,primary
328,-0.006873398399588399,second_ge_0.10,primary
329,-0.0038751091007965745,second_ge_0.10,primary
330,-0.00023773422773067497,second_ge_0.10,primary
331,-0.0029766869968324587,second_ge_0.10,primary
332,0.000733149072137769,second_ge_0.10,primary
333,-0.0024444409589418725,second_ge_0.10,primary
334,-0.00033976281340046733,second_ge_0.10,primary
335,0.006803736730893346,second_ge_0.10,primary
336,0.00033961273510178396,second_ge_0.10,primary
337,0.0019135060275589089,second_ge_0.10,primary
338,-0.010846007194183709,second_ge_0.10,primary
339,0.0018992591226582082,second_ge_0.10,primary
340,-0.005316647388703591,second_ge_0.10,primary
341,0.0031137604332505957,second_ge_0.10,primary
342,0.012112188412053453,second_ge_0.10,primary
343,-0.00014296404581425534,second_ge_0.10,primary
344,0.0064365626046104345,second_ge_0.10,primary
345,0.00437533732692463,second_ge_0.10,primary
346,0.010070193942901396,second_ge_0.10,primary
347,0.0020753968245743053,second_ge_0.10,primary
348,-0.0072681880120456475,second_ge_0.10,primary
349,-0.004242630893721437,second_ge_0.10,primary
350,-0.0017002903256946966,second_ge_0.10,primary
351,-0.001455330949286388,second_ge_0.10,primary
352,-0.005698894046847741,second_ge_0.10,primary
353,0.0026270084076234533,second_ge_0.10,primary
354,-0.0024547462565979775,second_ge_0.10,primary
355,0.001907757536955719,second_ge_0.10,primary
356,0.008344961384780846,second_ge_0.10,primary
357,0.00329744994040816,second_ge_0.10,primary
358,0.012850184372813137,second_ge_0.10,primary
359,-0.005593199246036066,second_ge_0.10,primary
360,0.007632787507164666,second_ge_0.10,primary
361,-0.004555357657768259,second_ge_0.10,primary
362,0.0030113904869107986,second_ge_0.10,primary
363,0.002317214318697895,second_ge_0.10,primary
364,-0.002954267009446563,second_ge_0.10,primary
365,-0.0005320065557974687,second_ge_0.10,primary
366,0.000567218087672098,second_ge_0.10,primary
367,-0.004456465282433145,second_ge_0.10,primary
368,-0.002711657619988027,second_ge_0.10,primary
369,0.0032436698941786493,second_ge_0.10,primary
370,0.0033419752824384082,second_ge_0.10,primary
371,0.005063512113330354,second_ge_0.10,primary
372,-0.0009327633002547953,second_ge_0.10,primary
373,0.0035089818488244916,second_ge_0.10,primary
374,0.010936187443846772,second_ge_0.10,primary
375,0.005605124902062277,second_ge_0.10,primary
376,0.0011034400257783374,second_ge_0.10,primary
377,0.0004309795698957036,second_ge_0.10,primary
378,0.0006448028514634883,second_ge_0.10,primary
379,0.0023231806088159527,second_ge_0.10,primary
380,0.0014800761862306451,second_ge_0.10,primary
381,-1.523321977583663e-05,second_ge_0.10,primary
382,0.009216726476530025,second_ge_0.10,primary
383,0.01567366908261627,second_ge_0.10,primary
384,-0.0065097927346251866,second_ge_0.10,primary
385,0.010185605237964492,second_ge_0.10,primary
386,-0.01095456196505498,second_ge_0.10,primary
387,0.0029019259229528206,second_ge_0.10,primary
388,-0.0077643921235372535,second_ge_0.10,primary
389,-0.0006044775290659761,second_ge_0.10,primary
390,0.00298108620549959,second_ge_0.10,primary
391,-0.010195146198657154,second_ge_0.10,primary
392,-0.0016951421238582537,second_ge_0.10,primary
393,0.004210984034121806,second_ge_0.10,primary
394,-0.005024493309132478,second_ge_0.10,primary
395,-0.000551630326345137,second_ge_0.10,primary
396,-0.0021047096811867548,second_ge_0.10,primary
397,-0.004507480533443051,second_ge_0.10,primary
398,0.00433208452824188,second_ge_0.10,primary
399,0.002264241834906383,second_ge_0.10,primary
400,-0.0031203574217493852,second_ge_0.10,primary
401,0.005557608608072588,second_ge_0.10,primary
402,0.00981627675821645,second_ge_0.10,primary
403,-0.0046006594924028294,second_ge_0.10,primary
404,0.005392582637562318,second_ge_0.10,primary
405,-1.135550909509473e-05,second_ge_0.10,primary
406,0.0008951205410141718,second_ge_0.10,primary
407,-0.004755699594494281,second_ge_0.10,primary
408,0.0003405781691423694,second_ge_0.10,primary
409,0.004785427747003811,second_ge_0.10,primary
410,0.0007541402893795947,second_ge_0.10,primary
411,0.0007886077668992534,second_ge_0.10,primary
412,-0.007027736719751591,second_ge_0.10,primary
413,0.007072879615916696,second_ge_0.10,primary
414,-0.006701144902974868,second_ge_0.10,primary
415,0.0016837178259444066,second_ge_0.10,primary
416,0.003814977013067333,second_ge_0.10,primary
417,0.0061691358468188955,second_ge_0.10,primary
418,0.005396774224144609,second_ge_0.10,primary
419,0.0021627307063971273,second_ge_0.10,primary
420,-0.006450409670765514,second_ge_0.10,primary
421,-0.006225075547314298,second_ge_0.10,primary
422,0.004675664660726662,second_ge_0.10,primary
423,0.00728274157269697,second_ge_0.10,primary
424,0.004599565426803129,second_ge_0.10,primary
425,0.0004843490183245862,second_ge_0.10,primary
426,-0.003290036607194565,second_ge_0.10,primary
427,0.0003515539214764894,second_ge_0.10,primary
428,-0.0007874948965263865,second_ge_0.10,primary
429,4.507104484598694e-05,second_ge_0.10,primary
430,0.0038803461952624484,second_ge_0.10,primary
431,0.003149889230506315,second_ge_0.10,primary
432,0.005079923603053553,second_ge_0.10,primary
433,-0.006831573017961371,second_ge_0.10,primary
434,0.00037444207839551106,second_ge_0.10,primary
435,0.004202342589473397,second_ge_0.10,primary
436,0.00041802849039228584,second_ge_0.10,primary
437,-0.0032203494561867554,second_ge_0.10,primary
438,-0.009594114110550372,second_ge_0.10,primary
439,-0.0007482623922250525,second_ge_0.10,primary
440,-0.007501975377749416,second_ge_0.10,primary
441,0.005561736849695284,second_ge_0.10,primary
442,0.009520153486405504,second_ge_0.10,primary
443,-0.002435940116690254,second_ge_0.10,primary
444,-0.00016706284289170407,second_ge_0.10,primary
445,-0.001723220544367874,second_ge_0.10,primary
446,-0.0039224802596829825,second_ge_0.10,primary
447,-0.012761879393008083,second_ge_0.10,primary
448,-0.0034179723273749336,second_ge_0.10,primary
449,0.0018483816351995738,second_ge_0.10,primary
450,0.0031331200181475044,second_ge_0.10,primary
451,0.00034968244198303224,second_ge_0.10,primary
452,-0.00019905185366585453,second_ge_0.10,primary
453,0.007316628819676147,second_ge_0.10,primary
454,0.0042534346203430655,second_ge_0.10,primary
455,-0.00011464808304652435,second_ge_0.10,primary
456,-0.008018846178332885,second_ge_0.10,primary
457,-0.0015829272838734942,second_ge_0.10,primary
458,0.0010402095644390314,second_ge_0.10,primary
459,-0.006360288866447023,second_ge_0.10,primary
460,-0.010015889410891207,second_ge_0.10,primary
461,0.0010266984888128955,second_ge_0.10,primary
462,0.0064380984769776784,second_ge_0.10,primary
463,-0.009123254182275263,second_ge_0.10,primary
464,-0.0013852507609783552,second_ge_0.10,primary
465,0.003898325736915051,second_ge_0.10,primary
466,-0.00512440276512184,second_ge_0.10,primary
467,-0.0015808759889060094,second_ge_0.10,primary
468,-0.006972283684753953,second_ge_0.10,primary
469,-0.00039662448594417497,second_ge_0.10,primary
470,0.002487853041639817,second_ge_0.10,primary
471,-0.004923350222331036,second_ge_0.10,primary
472,0.0012740180874034474,second_ge_0.10,primary
473,0.006974376203682047,second_ge_0.10,primary
474,-0.012070311782540264,second_ge_0.10,primary
475,-0.0052097008216795354,second_ge_0.10,primary
476,-0.0022499460409883495,second_ge_0.10,primary
477,-0.0004822522980958054,second_ge_0.10,primary
478,-0.00644352857366421,second_ge_0.10,primary
479,-0.005268540440862584,second_ge_0.10,primary
480,0.0004106122269641918,second_ge_0.10,primary
481,-0.003338964701470071,second_ge_0.10,primary
482,-0.005568598652544285,second_ge_0.10,primary
483,0.0017302411513858294,second_ge_0.10,primary
484,-0.007076964718083334,second_ge_0.10,primary
485,-0.0006381006608031917,second_ge_0.10,primary
486,0.002072003112988272,second_ge_0.10,primary
487,-0.004566741841791794,second_ge_0.10,primary
488,0.009130376230723172,second_ge_0.10,primary
489,0.0032880367492241925,second_ge_0.10,primary
490,0.0009173719267038923,second_ge_0.10,primary
491,0.0013895757496279319,second_ge_0.10,primary
492,-0.0020836315572926637,second_ge_0.10,primary
493,-0.012567016159713904,second_ge_0.10,primary
494,0.006600338191559646,second_ge_0.10,primary
495,0.0012782000748427069,second_ge_0.10,primary
496,1.7671117871686204e-05,second_ge_0.10,primary
497,-0.0013332722215032556,second_ge_0.10,primary
498,0.0003973252377112681,second_ge_0.10,primary
499,0.013421527255393584,second_ge_0.10,primary
500,-0.005333955858974599,second_ge_0.10,primary
501,-0.002083575428739539,second_ge_0.10,primary
502,0.008988244759705331,second_ge_0.10,primary
503,0.002601903434204619,second_ge_0.10,primary
504,0.0006678770058208247,second_ge_0.10,primary
505,0.00950902805765826,second_ge_0.10,primary
506,-0.005312223476306332,second_ge_0.10,primary
507,0.007674471280558949,second_ge_0.10,primary
508,-0.0025714275092857965,second_ge_0.10,primary
509,-0.006489799911505356,second_ge_0.10,primary
510,0.010709153765435867,second_ge_0.10,primary
511,-0.005127828301366814,second_ge_0.10,primary
512,0.002967819424085044,second_ge_0.10,primary
513,-0.0018768561740390801,second_ge_0.10,primary
514,-0.008413106178258,second_ge_0.10,primary
515,-0.009930522153518907,second_ge_0.10,primary
516,0.005325630702769139,second_ge_0.10,primary
517,0.004222611511312478,second_ge_0.10,primary
518,-0.0036266129821388524,second_ge_0.10,primary
519,-0.0009610048188675875,second_ge_0.10,primary
520,-0.0030171512876243124,second_ge_0.10,primary
521,-0.0026618663324336003,second_ge_0.10,primary
522,-0.0002787310646769347,second_ge_0.10,primary
523,0.0007325629490199722,second_ge_0.10,primary
524,-0.0004846009098388188,second_ge_0.10,primary
525,0.001172643557749127,second_ge_0.10,primary
526,-0.001802271481452622,second_ge_0.10,primary
527,0.008660693378674963,second_ge_0.10,primary
528,0.002316420347865859,second_ge_0.10,primary
529,0.004166100114865803,second_ge_0.10,primary
530,0.0013807427514500896,second_ge_0.10,primary
531,0.008972994022654496,second_ge_0.10,primary
532,-0.0016317325564123822,second_ge_0.10,primary
533,0.0018855465610212268,second_ge_0.10,primary
534,-0.0018481199058686985,second_ge_0.10,primary
535,-0.004061359408269289,second_ge_0.10,primary
536,0.000700622777189777,second_ge_0.10,primary
537,-0.010230999448587632,second_ge_0.10,primary
538,-0.0027468315969232902,second_ge_0.10,primary
539,6.416566634674098e-05,second_ge_0.10,primary
540,-0.0073800641052452955,second_ge_0.10,primary
541,0.00853609052091959,second_ge_0.10,primary
542,-0.0020539069400115502,second_ge_0.10,primary
543,0.00016972632044587237,second_ge_0.10,primary
544,-0.0009336860125760643,second_ge_0.10,primary
545,0.0030261207719596366,second_ge_0.10,primary
546,0.007045958916450417,second_ge_0.10,primary
547,-0.008818744235260054,second_ge_0.10,primary
548,0.006622426752183509,second_ge_0.10,primary
549,0.005588720657000397,second_ge_0.10,primary
550,-0.0033230781420251266,second_ge_0.10,primary
551,-0.007458445833414521,second_ge_0.10,primary
552,-0.0011156292552957437,second_ge_0.10,primary
553,-0.0020404255809704256,second_ge_0.10,primary
554,0.0068837197865212005,second_ge_0.10,primary
555,-0.002846192133265929,second_ge_0.10,primary
556,-0.002458219196639162,second_ge_0.10,primary
557,-0.0019612051200718086,second_ge_0.10,primary
558,-0.0028240842954809567,second_ge_0.10,primary
559,-0.003833120891234241,second_ge_0.10,primary
560,0.00010990118483836834,second_ge_0.10,primary
561,0.002706259101052612,second_ge_0.10,primary
562,-0.001151895303104662,second_ge_0.10,primary
563,-0.006415475687919387,second_ge_0.10,primary
564,-0.0009825604242487559,second_ge_0.10,primary
565,0.0043301435999428825,second_ge_0.10,primary
566,-0.0025164366772496387,second_ge_0.10,primary
567,-0.008001311759739917,second_ge_0.10,primary
568,-0.011078393833892091,second_ge_0.10,primary
569,-0.009729612970521164,second_ge_0.10,primary
570,0.007299274130102052,second_ge_0.10,primary
571,0.0078170989703826,second_ge_0.10,primary
572,0.003912853980029927,second_ge_0.10,primary
573,-0.005000312352088373,second_ge_0.10,primary
574,-0.0038405697576828187,second_ge_0.10,primary
575,-0.003871246665467095,second_ge_0.10,primary
576,-0.0038062174402174382,second_ge_0.10,primary
577,-0.0020170062926585667,second_ge_0.10,primary
578,0.006177687643162052,second_ge_0.10,primary
579,-0.0072279681859149765,second_ge_0.10,primary
580,-0.0016555050708613411,second_ge_0.10,primary
581,-0.0035571073150049907,second_ge_0.10,primary
