cell_id,observation_id,photo_id,photo_url_large,photo_license,attribution,species,inat_taxon_id,latitude,longitude,positional_accuracy_m,observed_on,observer_id,observer
5,37503481,59464697,https://inaturalist-open-data.s3.amazonaws.com/photos/59464697/large.jpeg,cc-by,"(c) María Regina Silva, some rights reserved (CC BY)",Azorella trifurcata,473032,-54.53187103,-67.22918174,6.0,2020-01-11,1570706,marreginas
5,37714314,59845341,https://inaturalist-open-data.s3.amazonaws.com/photos/59845341/large.jpeg,cc-by,"(c) María Regina Silva, some rights reserved (CC BY)",Baccharis magellanica,965470,-54.83850537,-68.31172276,4.0,2020-01-18,1570706,marreginas
5,38433099,61080058,https://inaturalist-open-data.s3.amazonaws.com/photos/61080058/large.jpg,cc-by-nc,"(c) owatkins17, some rights reserved (CC BY-NC)",Matricaria discoidea,52992,-51.7282881723,-72.5009445367,33.0,2020-02-06,2570465,owatkins17
5,38581628,61337163,https://inaturalist-open-data.s3.amazonaws.com/photos/61337163/large.jpeg,cc-by,"(c) María Regina Silva, some rights reserved (CC BY)",Euphrasia officinalis,866675,-54.81410469,-68.31843263,4.0,2020-02-12,1570706,marreginas
5,38691673,61531053,https://inaturalist-open-data.s3.amazonaws.com/photos/61531053/large.jpeg,cc-by-nc,"(c) Roy Mackenzie, some rights reserved (CC BY-NC)",Codonorchis lessonii,346959,-54.9418780863,-67.6601396129,352.0,2020-01-11,381049,roymackenzie
5,39090547,62023520,https://inaturalist-open-data.s3.amazonaws.com/photos/62023520/large.jpg,cc-by-nc,"(c) Mona Phipps, some rights reserved (CC BY-NC)",Calceolaria biflora,806631,-51.1208185958,-73.1230577454,263.0,2019-12-24,1695507,monaphipps
5,45836617,72693882,https://inaturalist-open-data.s3.amazonaws.com/photos/72693882/large.jpeg,cc-by,"(c) Sarka Masova, some rights reserved (CC BY)",Trifolium repens,55745,-53.141249897,-71.0900384641,1519.0,2014-01-12,2798683,eeuforiee
5,56436097,89935429,https://inaturalist-open-data.s3.amazonaws.com/photos/89935429/large.jpeg,cc-by-nc,"(c) zebra1193, some rights reserved (CC BY-NC)",Olsynium biflorum,346964,-52.8871110041,-71.0967543327,488.0,2006-12-05,2249530,zebra1193
5,63533576,101977166,https://inaturalist-open-data.s3.amazonaws.com/photos/101977166/large.jpg,cc-by,"(c) aacocucci, some rights reserved (CC BY)",Chiliotrichum diffusum,465345,-52.9683629725,-71.7864216287,8.0,2010-12-14,399726,aacocucci
5,63733669,102336959,https://inaturalist-open-data.s3.amazonaws.com/photos/102336959/large.jpg,cc-by,"(c) aacocucci, some rights reserved (CC BY)",Calceolaria uniflora,489666,-51.6348803739,-71.9283427586,244.0,2010-12-11,399726,aacocucci
5,65453287,105352978,https://inaturalist-open-data.s3.amazonaws.com/photos/105352978/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Galium aparine,53059,-54.52542196,-66.83716188,19.0,2020-11-22,1876268,pablo_jusim
5,65885382,106119490,https://inaturalist-open-data.s3.amazonaws.com/photos/106119490/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Primula magellanica,635475,-54.69872147,-67.79873619,3.0,2020-11-29,1876268,pablo_jusim
5,66932955,108017227,https://inaturalist-open-data.s3.amazonaws.com/photos/108017227/large.jpeg,cc-by,"(c) María Regina Silva, some rights reserved (CC BY)",Osmorhiza berteroi,53166,-54.82386005,-68.35571486,7.0,2020-12-22,1570706,marreginas
5,68425552,110792779,https://inaturalist-open-data.s3.amazonaws.com/photos/110792779/large.jpeg,cc-by,"(c) María Regina Silva, some rights reserved (CC BY)",Azorella filamentosa,797103,-54.8110343928,-68.2093282789,110.0,2021-01-12,1570706,marreginas
5,69692653,113138194,https://inaturalist-open-data.s3.amazonaws.com/photos/113138194/large.jpeg,cc-by-nc,"(c) facundolopez, some rights reserved (CC BY-NC)",Nothofagus betuloides,447545,-54.8717520721,-67.5747929367,61.0,2018-11-25,2411159,facundolopez
5,70664870,114920381,https://inaturalist-open-data.s3.amazonaws.com/photos/114920381/large.jpg,cc-by-nc,"(c) lupevera, some rights reserved (CC BY-NC)",Iocenes virens,1610436,-54.691995,-67.835495,4.0,2021-03-03,3900637,lupevera
5,71503062,116426704,https://inaturalist-open-data.s3.amazonaws.com/photos/116426704/large.jpeg,cc-by-nc,"(c) TContadorM, some rights reserved (CC BY-NC)",Olsynium biflorum,346964,-54.902861673,-68.1875058264,1264.0,2016-12-11,4110719,tcontador
5,86535524,142571079,https://inaturalist-open-data.s3.amazonaws.com/photos/142571079/large.jpeg,cc-by-nc,"(c) danplant, some rights reserved (CC BY-NC)",Philippiella patagonica,1262772,-51.6966456433,-69.7328553803,3906.0,2019-12-01,2581636,danplant
5,90571457,149702660,https://inaturalist-open-data.s3.amazonaws.com/photos/149702660/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Taraxacum officinale,47602,-54.80922014,-68.3231872,5.0,2021-08-09,1876268,pablo_jusim
5,91263829,150930967,https://inaturalist-open-data.s3.amazonaws.com/photos/150930967/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Acaena magellanica,83487,-54.82431814,-68.36155891,17.0,2021-08-15,1876268,pablo_jusim
5,94715173,157152245,https://inaturalist-open-data.s3.amazonaws.com/photos/157152245/large.jpeg,cc-by-nc,"(c) Ulises Balza, some rights reserved (CC BY-NC)",Veronica persica,55666,-54.8213078662,-68.3295599744,1477.0,2021-09-11,1999323,ulisesbalza
5,97551254,162255584,https://inaturalist-open-data.s3.amazonaws.com/photos/162255584/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Bellis perennis,55563,-54.80259903,-68.31677311,7.0,2021-10-08,1876268,pablo_jusim
5,97780122,162674415,https://inaturalist-open-data.s3.amazonaws.com/photos/162674415/large.jpeg,cc-by,"(c) María Regina Silva, some rights reserved (CC BY)",Veronica serpyllifolia,55749,-54.82356797,-68.35572016,9.0,2021-10-09,1570706,marreginas
5,99025109,164993768,https://inaturalist-open-data.s3.amazonaws.com/photos/164993768/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Nothofagus pumilio,465366,-54.82342431,-68.32727486,4.0,2021-10-22,1876268,pablo_jusim
5,99030567,165003535,https://inaturalist-open-data.s3.amazonaws.com/photos/165003535/large.jpeg,cc-by,"(c) María Regina Silva, some rights reserved (CC BY)",Berberis ilicifolia,489502,-54.82402193,-68.35528839,8.0,2021-10-22,1570706,marreginas
5,99030623,165003625,https://inaturalist-open-data.s3.amazonaws.com/photos/165003625/large.jpeg,cc-by,"(c) María Regina Silva, some rights reserved (CC BY)",Ranunculus peduncularis,451790,-54.82401878,-68.35527803,9.0,2021-10-22,1570706,marreginas
5,99475465,165825411,https://inaturalist-open-data.s3.amazonaws.com/photos/165825411/large.jpeg,cc-by-nc,"(c) Miguel A. Casado, some rights reserved (CC BY-NC)",Azorella trifurcata,473032,-52.906156752,-71.1125878113,500.0,2006-12-25,4303576,macasado
5,99541852,165956223,https://inaturalist-open-data.s3.amazonaws.com/photos/165956223/large.jpeg,cc-by-nc,"(c) Miguel A. Casado, some rights reserved (CC BY-NC)",Calceolaria uniflora,489666,-51.156922,-72.959997,500.0,2006-12-27,4303576,macasado
5,101037099,168696879,https://inaturalist-open-data.s3.amazonaws.com/photos/168696879/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Rubus geoides,465433,-54.8581219,-68.50798779,4.0,2021-11-13,1876268,pablo_jusim
5,101923791,170283229,https://inaturalist-open-data.s3.amazonaws.com/photos/170283229/large.jpeg,cc-by-nc,"(c) Kelvin Floyd, some rights reserved (CC BY-NC)",Senecio falklandicus,1458514,-51.616605,-60.4365433333,8.0,2021-11-23,364786,kfloyd
5,101968924,170364939,https://inaturalist-open-data.s3.amazonaws.com/photos/170364939/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Olsynium biflorum,346964,-54.79463158,-68.24355461,12.0,2021-11-26,1876268,pablo_jusim
5,101975997,170374749,https://inaturalist-open-data.s3.amazonaws.com/photos/170374749/large.jpeg,cc-by,"(c) María Regina Silva, some rights reserved (CC BY)",Saxifraga magellanica,624845,-54.8097397641,-68.210996873,15.0,2021-11-16,1570706,marreginas
5,102384041,171131190,https://inaturalist-open-data.s3.amazonaws.com/photos/171131190/large.jpeg,cc-by,"(c) María Regina Silva, some rights reserved (CC BY)",Bellis perennis,55563,-54.80591588,-68.29985669,9.0,2021-12-01,1570706,marreginas
5,102779034,171881371,https://inaturalist-open-data.s3.amazonaws.com/photos/171881371/large.jpg,cc-by-nc,"(c) Ulises Balza, some rights reserved (CC BY-NC)",Senecio tricuspidatus,811076,-54.8774347897,-68.2419862728,122.0,2021-12-09,1999323,ulisesbalza
5,102950233,172200911,https://inaturalist-open-data.s3.amazonaws.com/photos/172200911/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Codonorchis lessonii,346959,-54.58773451,-67.25312133,8.0,2021-12-12,1876268,pablo_jusim
5,103363523,172973314,https://inaturalist-open-data.s3.amazonaws.com/photos/172973314/large.jpg,cc-by-nc,"(c) Noah Strycker, some rights reserved (CC BY-NC)",Leptinella scariosa,635480,-54.7943805556,-68.1800222222,4.0,2021-12-09,2677241,flammulated
5,103364729,172975582,https://inaturalist-open-data.s3.amazonaws.com/photos/172975582/large.jpg,cc-by-nc,"(c) Noah Strycker, some rights reserved (CC BY-NC)",Senecio leucomallus,633048,-54.7694888889,-68.240775,4.0,2021-12-14,2677241,flammulated
5,103714814,173646954,https://inaturalist-open-data.s3.amazonaws.com/photos/173646954/large.jpg,cc-by-nc,"(c) HUGO DAVID CAVERZASI, some rights reserved (CC BY-NC)",Chiliotrichum diffusum,465345,-54.817206054,-68.3176231384,244.0,2021-12-16,428443,tapi45
5,103835099,173885012,https://inaturalist-open-data.s3.amazonaws.com/photos/173885012/large.jpg,cc-by-nc,"(c) pauwilson, some rights reserved (CC BY-NC)",Embothrium coccineum,319327,-51.5623224824,-72.6218476571,53.0,2021-12-18,4947493,pauwilson
5,103858634,173930998,https://inaturalist-open-data.s3.amazonaws.com/photos/173930998/large.jpg,cc-by-nc,"(c) pauwilson, some rights reserved (CC BY-NC)",Rubus geoides,465433,-51.5619966667,-72.6227116667,64.0,2021-12-18,4947493,pauwilson
5,105454016,176940027,https://inaturalist-open-data.s3.amazonaws.com/photos/176940027/large.jpg,cc-by-nc,"(c) pellison, some rights reserved (CC BY-NC)",Gavilea lutea,712404,-53.1422778333,-70.996605,4.0,2022-01-23,2261632,pellison
5,105691584,177390355,https://inaturalist-open-data.s3.amazonaws.com/photos/177390355/large.jpg,cc-by-nc,"(c) Elise Scheuermann, some rights reserved (CC BY-NC)",Achillea millefolium,52821,-51.7160866667,-72.5050716667,17.0,2022-01-24,209543,escheuermann
5,106447612,178817540,https://inaturalist-open-data.s3.amazonaws.com/photos/178817540/large.jpg,cc-by-nc,"(c) Luca Boscain, some rights reserved (CC BY-NC)",Berberis microphylla,84707,-51.7344846703,-72.5097101782,2492.0,2012-09-30,393102,lucaboscain
5,107736648,180210586,https://inaturalist-open-data.s3.amazonaws.com/photos/180210586/large.jpg,cc-by-nc,"(c) Ulises Balza, some rights reserved (CC BY-NC)",Cerastium arvense,50851,-54.8066340608,-68.5607433043,1549.0,2022-02-20,1999323,ulisesbalza
5,108277084,182273122,https://inaturalist-open-data.s3.amazonaws.com/photos/182273122/large.jpg,cc-by-nc,"(c) Jean-Marie Frenoux, some rights reserved (CC BY-NC)",Iocenes virens,1610436,-53.6553833333,-72.2588716667,4.0,2022-03-01,179567,janmar
5,109387062,184329698,https://inaturalist-open-data.s3.amazonaws.com/photos/184329698/large.jpeg,cc-by-nc,"(c) danplant, some rights reserved (CC BY-NC)",Leucheria purpurea,465362,-51.3222854077,-72.6784367312,244.0,2019-12-02,2581636,danplant
5,111252481,187778881,https://inaturalist-open-data.s3.amazonaws.com/photos/187778881/large.jpeg,cc-by-nc,"(c) Carlos Schmidtutz, some rights reserved (CC BY-NC)",Taraxacum officinale,47602,-54.8565480614,-68.5153660967,61.0,2022-03-27,1391118,carlossch
5,111802841,188782611,https://inaturalist-open-data.s3.amazonaws.com/photos/188782611/large.jpg,cc-by-nc,"(c) smathichong, some rights reserved (CC BY-NC)",Chiliotrichum diffusum,465345,-54.69225,-67.849075,27.0,2020-02-21,2886775,smathichong
5,129868134,220761003,https://inaturalist-open-data.s3.amazonaws.com/photos/220761003/large.jpg,cc-by-nc,"(c) Roy Mackenzie, some rights reserved (CC BY-NC)",Gaultheria pumila,465356,-54.9807312392,-67.6890329483,61.0,2022-01-08,381049,roymackenzie
5,131588578,223954721,https://inaturalist-open-data.s3.amazonaws.com/photos/223954721/large.jpg,cc-by-nc,"(c) Joaquín Cano, some rights reserved (CC BY-NC)",Senecio websteri,1410795,-54.6517423099,-64.1164095293,4.0,2021-12-17,5282735,joaco_tdf
5,137328200,234520019,https://inaturalist-open-data.s3.amazonaws.com/photos/234520019/large.jpg,cc-by-nc,"(c) Joaquín Cano, some rights reserved (CC BY-NC)",Nothofagus betuloides,447545,-54.8214175551,-68.3519631215,1.0,2019-11-11,5282735,joaco_tdf
5,137339749,234542566,https://inaturalist-open-data.s3.amazonaws.com/photos/234542566/large.jpg,cc-by-nc,"(c) Joaquín Cano, some rights reserved (CC BY-NC)",Gaultheria mucronata,366916,-54.84975,-68.3795383333,200.0,2020-12-26,5282735,joaco_tdf
5,137388747,234641344,https://inaturalist-open-data.s3.amazonaws.com/photos/234641344/large.jpg,cc-by-nc,"(c) wp-polzin, some rights reserved (CC BY-NC)",Codonorchis lessonii,346959,-54.8344945017,-68.3550873308,8.0,2019-12-09,5922722,wp-polzin
5,137393040,234648843,https://inaturalist-open-data.s3.amazonaws.com/photos/234648843/large.jpg,cc-by-nc,"(c) wp-polzin, some rights reserved (CC BY-NC)",Chiliotrichum diffusum,465345,-55.0482172873,-68.1454501707,8.0,2019-12-11,5922722,wp-polzin
5,137896479,235592062,https://inaturalist-open-data.s3.amazonaws.com/photos/235592062/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Hamadryas magellanica,746737,-54.82895527,-68.3647504,12.0,2022-10-07,1876268,pablo_jusim
5,141395149,242223178,https://inaturalist-open-data.s3.amazonaws.com/photos/242223178/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Bellis perennis,55563,-54.82900749,-68.34647969,7.0,2022-11-07,1876268,pablo_jusim
5,141458096,242347755,https://inaturalist-open-data.s3.amazonaws.com/photos/242347755/large.jpeg,cc-by-nc,"(c) alexbarnard, some rights reserved (CC BY-NC)",Calceolaria fothergillii,190064,-51.3724250793,-60.6407585144,4.0,2022-11-08,3734816,alexbarnard
5,141493550,242412641,https://inaturalist-open-data.s3.amazonaws.com/photos/242412641/large.jpg,cc-by-nc,"(c) Helena Schofield, some rights reserved (CC BY-NC)",Armeria curvifolia,1138435,-54.4453625155,-70.4985858295,288.0,2022-11-08,5996339,hschofield
5,141947808,243282024,https://inaturalist-open-data.s3.amazonaws.com/photos/243282024/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Berberis microphylla,84707,-54.84895545,-68.57389923,7.0,2022-11-12,1876268,pablo_jusim
5,142320991,243974570,https://inaturalist-open-data.s3.amazonaws.com/photos/243974570/large.jpeg,cc-by-nc,"(c) dronsse, some rights reserved (CC BY-NC)",Rubus geoides,465433,-54.7188111111,-68.1211388889,4.0,2022-11-18,829451,dronsse
5,142389550,244100772,https://inaturalist-open-data.s3.amazonaws.com/photos/244100772/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Stellaria media,53298,-54.81987505,-68.16595509,11.0,2022-11-19,1876268,pablo_jusim
5,142628022,244559488,https://inaturalist-open-data.s3.amazonaws.com/photos/244559488/large.jpeg,cc-by-nc,"(c) dronsse, some rights reserved (CC BY-NC)",Leucheria hahnii,860912,-54.8689027778,-68.2476666667,4.0,2022-11-22,829451,dronsse
5,142637163,244577945,https://inaturalist-open-data.s3.amazonaws.com/photos/244577945/large.jpg,cc-by-nc,"(c) svaleurt14, some rights reserved (CC BY-NC)",Caltha sagittata,126392,-54.7915416667,-68.3896166667,12.0,2022-11-22,1807032,svaleurt14
5,143174926,245521993,https://inaturalist-open-data.s3.amazonaws.com/photos/245521993/large.jpeg,cc-by-nc,"(c) Ana Tobar, some rights reserved (CC BY-NC)",Chloraea magellanica,474124,-51.0764105889,-73.093955107,2445.0,2022-11-26,5918683,leucocoryne
5,143265896,245682509,https://inaturalist-open-data.s3.amazonaws.com/photos/245682509/large.jpeg,cc-by-nc,"(c) dronsse, some rights reserved (CC BY-NC)",Tristagma nivale,850710,-54.6931083333,-67.8308416667,4.0,2022-11-27,829451,dronsse
5,143360901,245852123,https://inaturalist-open-data.s3.amazonaws.com/photos/245852123/large.jpg,cc-by-nc,"(c) Sebastián Lescano, some rights reserved (CC BY-NC)",Hypochaeris incana,624415,-51.0653583333,-73.006325,4.0,2022-11-30,1887221,sebastianlescano
5,143370877,245870533,https://inaturalist-open-data.s3.amazonaws.com/photos/245870533/large.jpg,cc-by-nc,"(c) Sebastián Lescano, some rights reserved (CC BY-NC)",Calceolaria biflora,806631,-51.0576888333,-73.0104916667,4.0,2022-11-30,1887221,sebastianlescano
5,143373785,245875433,https://inaturalist-open-data.s3.amazonaws.com/photos/245875433/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Chiliotrichum diffusum,465345,-54.76278274,-68.19451929,5.0,2022-11-30,1876268,pablo_jusim
5,143522133,246150336,https://inaturalist-open-data.s3.amazonaws.com/photos/246150336/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Chiliotrichum diffusum,465345,-54.712323,-68.18250349,8.0,2022-12-02,1876268,pablo_jusim
5,143522436,246151022,https://inaturalist-open-data.s3.amazonaws.com/photos/246151022/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Nanodea muscosa,816205,-54.7011730686,-68.2185648009,7.0,2022-12-02,1876268,pablo_jusim
5,144083689,247221836,https://inaturalist-open-data.s3.amazonaws.com/photos/247221836/large.jpeg,cc-by-nc,"(c) Suze LdA, some rights reserved (CC BY-NC)",Valeriana carnosa,742012,-51.11562408,-73.11501924,7.0,2022-12-07,3734783,setlda
5,144434969,247891304,https://inaturalist-open-data.s3.amazonaws.com/photos/247891304/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Perezia recurvata,490592,-53.95064169,-67.47890314,6.0,2022-12-15,1876268,pablo_jusim
5,144558101,248130775,https://inaturalist-open-data.s3.amazonaws.com/photos/248130775/large.jpeg,cc-by-nc,"(c) Ana Tobar, some rights reserved (CC BY-NC)",Alshehbazia hauthalii,792496,-51.461066144,-72.82280121,2691.0,2022-12-16,5918683,leucocoryne
5,145704989,250330956,https://inaturalist-open-data.s3.amazonaws.com/photos/250330956/large.jpg,cc-by-nc,"(c) kaiden, some rights reserved (CC BY-NC)",Iocenes virens,1610436,-54.8000416667,-68.35405,4.0,2023-01-02,34141,kaiden
5,145934616,250780407,https://inaturalist-open-data.s3.amazonaws.com/photos/250780407/large.jpeg,cc-by-nc-sa,"(c) Gustavo Fernando Durán, some rights reserved (CC BY-NC-SA)",Taraxacum officinale,47602,-54.7001580997,-68.115169683,2035.0,2022-12-07,144,trekman
5,145940309,250792582,https://inaturalist-open-data.s3.amazonaws.com/photos/250792582/large.jpeg,cc-by-nc,"(c) Joaquín Cano, some rights reserved (CC BY-NC)",Senecio magellanicus,712403,-54.0317361588,-68.5436994359,15.0,2023-01-03,5282735,joaco_tdf
5,146010777,250876584,https://inaturalist-open-data.s3.amazonaws.com/photos/250876584/large.jpeg,cc-by-nc-sa,"(c) Gustavo Fernando Durán, some rights reserved (CC BY-NC-SA)",Viola magellanica,346966,-54.7099067447,-68.1159043258,1149.0,2022-12-07,144,trekman
5,146010783,250876632,https://inaturalist-open-data.s3.amazonaws.com/photos/250876632/large.jpeg,cc-by-nc-sa,"(c) Gustavo Fernando Durán, some rights reserved (CC BY-NC-SA)",Bellis perennis,55563,-54.7244369854,-68.1726947872,204.0,2022-12-07,144,trekman
5,146010786,250876674,https://inaturalist-open-data.s3.amazonaws.com/photos/250876674/large.jpeg,cc-by-nc-sa,"(c) Gustavo Fernando Durán, some rights reserved (CC BY-NC-SA)",Cardamine geraniifolia,1394767,-54.7244369854,-68.1726947872,204.0,2022-12-07,144,trekman
5,146363479,251616439,https://inaturalist-open-data.s3.amazonaws.com/photos/251616439/large.jpg,cc-by-nc,"(c) oscarnigam, some rights reserved (CC BY-NC)",Perezia linearis,801717,-51.0701445,-73.0840611667,8.0,2023-01-06,1871455,oscarnigam
5,146964332,252793983,https://inaturalist-open-data.s3.amazonaws.com/photos/252793983/large.jpeg,cc-by-nc,"(c) HasseA, some rights reserved (CC BY-NC)",Perezia recurvata,490592,-53.4607189,-69.3067507,187.0,2022-12-11,6256734,hassea
5,148270676,255295049,https://inaturalist-open-data.s3.amazonaws.com/photos/255295049/large.jpeg,cc-by,"(c) María Regina Silva, some rights reserved (CC BY)",Achillea millefolium,52821,-54.8179138553,-68.3167283494,8.0,2023-02-04,1570706,marreginas
5,148760039,256233677,https://inaturalist-open-data.s3.amazonaws.com/photos/256233677/large.jpg,cc-by-nc,"(c) Joaquín Cano, some rights reserved (CC BY-NC)",Oxalis enneaphylla,361076,-54.0308805235,-68.5518778751,49.0,2019-12-27,5282735,joaco_tdf
5,148981182,256648238,https://inaturalist-open-data.s3.amazonaws.com/photos/256648238/large.jpeg,cc-by,"(c) María Regina Silva, some rights reserved (CC BY)",Tripleurospermum maritimum,118873,-54.8184329305,-68.4753890629,31.0,2023-02-16,1570706,marreginas
5,153740604,265570426,https://inaturalist-open-data.s3.amazonaws.com/photos/265570426/large.jpg,cc-by,"(c) Sebastián Saiter V., some rights reserved (CC BY)",Gavilea australis,740785,-54.8095645506,-68.3090245053,3298.0,2017-12-27,3029606,sebastian_saiter_v
5,159998003,276459604,https://inaturalist-open-data.s3.amazonaws.com/photos/276459604/large.jpg,cc-by,"(c) Sebastián Saiter V., some rights reserved (CC BY)",Solenomelus segethi,622773,-51.0621346058,-73.0002110462,776.0,2016-12-31,3029606,sebastian_saiter_v
5,161911990,279905048,https://inaturalist-open-data.s3.amazonaws.com/photos/279905048/large.jpeg,cc-by-nc,"(c) Lucas Oyarzún Contreras, some rights reserved (CC BY-NC)",Adenocaulon chilense,735369,-54.9449339694,-67.6528918357,244.0,2023-01-05,6650019,lucasoc
5,175415436,304850917,https://inaturalist-open-data.s3.amazonaws.com/photos/304850917/large.jpeg,cc-by-nc,"(c) Lucas Oyarzún Contreras, some rights reserved (CC BY-NC)",Baccharis magellanica,965470,-54.9422015658,-67.6220715599,31.0,2023-01-16,6650019,lucasoc
5,186734165,326375065,https://inaturalist-open-data.s3.amazonaws.com/photos/326375065/large.jpeg,cc-by-nc,"(c) Noah Strycker, some rights reserved (CC BY-NC)",Euphrasia officinalis,866675,-54.8155138889,-68.3190388889,3.0,2023-03-01,2677241,flammulated
5,188804646,330561216,https://inaturalist-open-data.s3.amazonaws.com/photos/330561216/large.jpg,cc-by-nc,"(c) Giulia Spadoni, some rights reserved (CC BY-NC)",Lunaria annua,55886,-51.7260966667,-72.5074383333,20.0,2023-10-24,4390140,gspadoni
5,189145732,331255804,https://inaturalist-open-data.s3.amazonaws.com/photos/331255804/large.jpg,cc-by-nc,"(c) Bruce Neville, some rights reserved (CC BY-NC)",Noccaea magellanica,865009,-54.8671233831,-68.2494782694,4.0,2023-10-27,355652,bruceneville
5,189263705,331492829,https://inaturalist-open-data.s3.amazonaws.com/photos/331492829/large.jpeg,cc-by-nc-sa,"(c) Gustavo Fernando Durán, some rights reserved (CC BY-NC-SA)",Berberis microphylla,84707,-54.8563989069,-68.5726674961,536.0,2023-10-15,144,trekman
5,190219826,333395634,https://inaturalist-open-data.s3.amazonaws.com/photos/333395634/large.jpeg,cc-by,"(c) Pablo, some rights reserved (CC BY)",Ranunculus peduncularis,451790,-54.85360586,-68.40977679,3.0,2023-11-06,1876268,pablo_jusim
